HouseDescription,Address,Cost
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 123 sqm. ,"Iloilo City, Iloilo",₱ 11.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 83 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 4.39 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Malolos, Bulacan",₱ 2.19 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 41 sqm. ,"Dumaguete, Negros Oriental",₱ 2.86 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 160 sqm. ,"Angeles, Pampanga",₱ 4.40 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"San Jose, Nueva Ecija",₱ 4.86 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Cabanatuan, Nueva Ecija",₱ 6.41 million
For Sale Single Detached House 4 Bedrooms 1 Bathroom 250 sqm. ,"Naga, Camarines Sur",₱ 8.60 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 250 sqm. ,"Quezon City / QC, Metro Manila",₱ 22.3 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Pilar, Bataan","₱ 600,000"
For Sale Townhouse 3 Bedrooms 2 Bathrooms 80 sqm. ,"Cavite City, Cavite",₱ 3.39 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 127 sqm. ,"Parañaque, Metro Manila",₱ 11.0 million
For Sale Single Attached House 2 Bedrooms 3 Bathrooms 165 sqm. ,"Pililla, Rizal",₱ 4.40 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 45 sqm. ,"Tagum, Davao del Norte",₱ 2.20 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 300 sqm. ,"Calamba, Laguna",₱ 10.0 million
For Sale Single Attached House 5 Bedrooms 4 Bathrooms 800 sqm. ,"Dalaguete, Cebu",₱ 20.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 45 sqm. ,"Mabalacat, Pampanga",₱ 1.88 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Mabalacat, Pampanga",₱ 1.75 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Tagum, Davao del Norte",₱ 1.95 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 210 sqm. ,"Angeles, Pampanga",₱ 9.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Dasmariñas, Cavite",₱ 3.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"San Jose del Monte, Bulacan",₱ 5.30 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Santa Ana, Pampanga",₱ 1.07 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 65 sqm. ,"Lipa, Batangas",₱ 3.50 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 325 sqm. ,"Antipolo, Rizal",₱ 16.0 million
For Sale Others 2 Bedrooms 1 Bathroom 88 sqm. ,"Las Piñas, Metro Manila",₱ 2.87 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Tanza, Cavite",₱ 3.44 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 54 sqm. ,"Palo, Leyte",₱ 2.51 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 48 sqm. ,"Imus, Cavite",₱ 2.80 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Cebu City, Cebu",₱ 5.02 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pilar, Bataan",₱ 1.75 million
For Sale Duplex / Twin House 1 Bedroom 1 Bathroom 28 sqm. ,"Carcar, Cebu",₱ 3.80 million
For Sale Others 3 Bedrooms 2 Bathrooms 66 sqm. ,"Laoag, Ilocos Norte",₱ 5.89 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 161 sqm. ,"Imus, Cavite",₱ 10.9 million
For Sale Others 3 Bedrooms 3 Bathrooms 208 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 10.4 million
For Sale Others 6 Bedrooms 5 Bathrooms 240 sqm. ,"Camiling, Tarlac",₱ 10.0 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 246 sqm. ,"Marikina, Metro Manila",₱ 16.0 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 368 sqm. ,"Las Piñas, Metro Manila",₱ 27.5 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 451 sqm. ,"Valenzuela, Metro Manila",₱ 21.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 61 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 7.73 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 113 sqm. ,"Cainta, Rizal",₱ 6.00 million
For Sale Rowhouse 2 Bedrooms 2 Bathrooms 44 sqm. ,"Pilar, Bataan",₱ 1.20 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 1.88 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 132 sqm. ,"Angono, Rizal",₱ 13.7 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 320 sqm. ,"Las Piñas, Metro Manila",₱ 19.5 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 106 sqm. ,"Cebu City, Cebu",₱ 4.70 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 38 sqm. ,"Rodriguez (Montalban), Rizal",₱ 2.60 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"San Pablo, Laguna",₱ 2.09 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 201 sqm. ,"Tanza, Cavite",₱ 13.6 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 410 sqm. ,"Angeles, Pampanga",₱ 18.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 63 sqm. ,"Dasmariñas, Cavite",₱ 5.86 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 114 sqm. ,"Baliuag, Bulacan",₱ 6.86 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 82 sqm. ,"Talisay, Negros Occidental",₱ 1.80 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 60 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale Others 1 Bedroom 1 Bathroom 54 sqm. ,"San Pedro, Laguna",₱ 4.07 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 63 sqm. ,"Dasmariñas, Cavite",₱ 6.54 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 52 sqm. ,"Dasmariñas, Cavite",₱ 5.28 million
For Sale Townhouse 10 Bedrooms 5 Bathrooms 180 sqm. ,"Quezon City / QC, Metro Manila",₱ 13.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"San Miguel, Bulacan",₱ 1.97 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Bacolod, Negros Occidental",₱ 2.00 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Plaridel, Bulacan","₱ 570,000"
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Calbayog, Samar",₱ 1.64 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Sorsogon City, Sorsogon",₱ 5.41 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Pililla, Rizal",₱ 1.88 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 61 sqm. ,"Quezon City / QC, Metro Manila",₱ 24.0 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 112 sqm. ,"Imus, Cavite",₱ 6.90 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 69 sqm. ,"Trece Martires, Cavite",₱ 3.78 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 101 sqm. ,"Baliuag, Bulacan",₱ 6.34 million
For Sale Others 4 Bedrooms 2 Bathrooms 200 sqm. ,"San Remigio, Cebu",₱ 10.0 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 181 sqm. ,"Mandaluyong, Metro Manila",₱ 22.4 million
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 250 sqm. ,"Antipolo, Rizal",₱ 11.5 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Dumaguete, Negros Oriental",₱ 2.51 million
For Sale Others 4 Bedrooms 2 Bathrooms 200 sqm. ,"San Remigio, Cebu",₱ 10.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Dumaguete, Negros Oriental",₱ 2.51 million
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 250 sqm. ,"Antipolo, Rizal",₱ 11.5 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 181 sqm. ,"Mandaluyong, Metro Manila",₱ 22.4 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 170 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 11.2 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 81 sqm. ,"Cavite City, Cavite",₱ 4.27 million
For Sale Rowhouse 1 Bathroom 22 sqm. ,"Pavia, Iloilo","₱ 743,000"
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 258 sqm. ,"Imus, Cavite",₱ 11.2 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 249 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 26.0 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 93 sqm. ,"Plaridel, Bulacan",₱ 1.30 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Dumaguete, Negros Oriental",₱ 4.34 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 150 sqm. ,"Quezon City / QC, Metro Manila",₱ 55.0 million
For Sale Single Detached House 10 Bedrooms 10 Bathrooms 682 sqm. ,"Angeles, Pampanga",₱ 65.0 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 216 sqm. ,"Quezon City / QC, Metro Manila",₱ 15.8 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 107 sqm. ,"Calamba, Laguna",₱ 17.0 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 355 sqm. ,"Manila, Metro Manila",₱ 36.5 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 250 sqm. ,"Angeles, Pampanga",₱ 10.0 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 280 sqm. ,"San Juan, Metro Manila",₱ 33.8 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 36 sqm. ,"Trece Martires, Cavite",₱ 2.09 million
For Sale Duplex / Twin House 4 Bedrooms 3 Bathrooms 156 sqm. ,"Mandaue, Cebu",₱ 6.85 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 63 sqm. ,"Imus, Cavite",₱ 3.70 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 216 sqm. ,"Angono, Rizal",₱ 10.2 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 237 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 34.5 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 288 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 20.0 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 220 sqm. ,"Naga, Camarines Sur",₱ 7.00 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 116 sqm. ,"Marilao, Bulacan",₱ 7.08 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"San Fernando, Cebu",₱ 1.90 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Balanga, Bataan",₱ 2.02 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 167 sqm. ,"Quezon City / QC, Metro Manila",₱ 19.0 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Balanga, Bataan",₱ 2.02 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pilar, Bataan",₱ 1.75 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pilar, Bataan",₱ 1.75 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 114 sqm. ,"Baliuag, Bulacan",₱ 6.86 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Bacolod, Negros Occidental","₱ 600,000"
For Sale Townhouse 3 Bedrooms 1 Bathroom 60 sqm. ,"Lipa, Batangas",₱ 2.10 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Silang, Cavite",₱ 7.00 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"San Fernando, Pampanga",₱ 1.75 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 22 sqm. ,"Tayabas, Quezon","₱ 864,000"
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Tuguegarao, Cagayan",₱ 2.01 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Pili, Camarines Sur",₱ 1.69 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Tanza, Cavite",₱ 1.89 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 142 sqm. ,"Santa Rosa, Nueva Ecija",₱ 8.66 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 61 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 5.97 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"San Juan, La Union","₱ 995,000"
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 121 sqm. ,"Imus, Cavite",₱ 7.87 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 188 sqm. ,"Danao, Cebu",₱ 13.4 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Imus, Cavite",₱ 5.82 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 98 sqm. ,"Naic, Cavite",₱ 5.92 million
For Sale Others 5 Bedrooms 3 Bathrooms 385 sqm. ,"San Fernando, Pampanga",₱ 5.50 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 35 sqm. ,"Bauan, Batangas",₱ 1.62 million
For Sale Duplex / Twin House 1 Bathroom 56 sqm. ,"Pililla, Rizal",₱ 1.71 million
For Sale Single Detached House 10 Bedrooms 10 Bathrooms 682 sqm. ,"Angeles, Pampanga",₱ 65.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Baliuag, Bulacan",₱ 4.00 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 250 sqm. ,"Angeles, Pampanga",₱ 10.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 76 sqm. ,"San Pedro, Laguna",₱ 5.00 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 61 sqm. ,"Quezon City / QC, Metro Manila",₱ 24.0 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"San Jose del Monte, Bulacan",₱ 7.75 million
For Sale Others 4 Bedrooms 3 Bathrooms 191 sqm. ,"Bacoor, Cavite",₱ 14.3 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"San Jose, Nueva Ecija",₱ 2.84 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 55 sqm. ,"General Trias, Cavite",₱ 1.50 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 180 sqm. ,"Baguio City Economic Zone, Baguio, Benguet",₱ 8.00 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 53 sqm. ,"Santa Cruz, Laguna",₱ 4.68 million
For Sale Others 3 Bedrooms 2 Bathrooms 168 sqm. ,"Taguig, Metro Manila",₱ 21.0 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 166 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 7.80 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 56 sqm. ,"Malolos, Bulacan",₱ 3.67 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 193 sqm. ,"Imus, Cavite",₱ 15.5 million
For Sale Rowhouse 1 Bathroom 22 sqm. ,"Pavia, Iloilo","₱ 743,000"
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 81 sqm. ,"Teresa, Rizal",₱ 4.59 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 90 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 5.95 million
For Sale Others 4 Bedrooms 3 Bathrooms 93 sqm. ,"Muntinlupa, Metro Manila",₱ 5.50 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Alaminos, Laguna","₱ 650,000"
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Bacong, Negros Oriental",₱ 1.79 million
For Sale Townhouse 1 Bathroom 42 sqm. ,"Butuan, Agusan del Norte",₱ 1.91 million
"For Sale Others 5 Bedrooms 6 Bathrooms 3,557 sqm. ","Makati, Metro Manila",₱ 1.50 billion
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Bacong, Negros Oriental",₱ 1.79 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 44 sqm. ,"Tanza, Cavite",₱ 2.40 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 2.00 million
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 92 sqm. ,"Mandaue, Cebu",₱ 7.06 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 2.14 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 149 sqm. ,"San Fernando, Pampanga",₱ 3.50 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 50 sqm. ,"Rosario, Batangas",₱ 1.90 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Cabanatuan, Nueva Ecija",₱ 2.24 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 285 sqm. ,"Antipolo, Rizal",₱ 12.0 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 53 sqm. ,"Kalibo, Aklan",₱ 4.44 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 36 sqm. ,"Kalibo, Aklan",₱ 2.15 million
"For Sale Others 4 Bedrooms 4 Bathrooms 1,170 sqm. ","Cebu City, Cebu",₱ 45.0 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 113 sqm. ,"Taytay, Rizal",₱ 13.4 million
For Sale Others 3 Bedrooms 1 Bathroom 56 sqm. ,"Trece Martires, Cavite",₱ 2.41 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Santa Rosa, Nueva Ecija",₱ 5.02 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Trece Martires, Cavite",₱ 1.39 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Cabanatuan, Nueva Ecija",₱ 5.81 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Alaminos, Pangasinan",₱ 1.85 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 100 sqm. ,"Mandaue, Cebu",₱ 7.67 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 5.50 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 80 sqm. ,"Santa Maria, Bulacan",₱ 5.43 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Calauan, Laguna",₱ 1.79 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Alaminos, Pangasinan",₱ 1.85 million
For Sale Others 1 Bedroom 1 Bathroom 27 sqm. ,"Magalang, Pampanga",₱ 1.65 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 57 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.30 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 5.50 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 250 sqm. ,"Las Piñas, Metro Manila",₱ 13.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 56 sqm. ,"Santa Maria, Bulacan",₱ 2.01 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 60 sqm. ,"Santa Maria, Bulacan",₱ 4.20 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 48 sqm. ,"Malvar, Batangas",₱ 1.61 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 4.34 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 38 sqm. ,"Rodriguez (Montalban), Rizal",₱ 2.60 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 170 sqm. ,"Silang, Cavite",₱ 5.23 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"San Juan, La Union",₱ 1.85 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Tanauan, Leyte",₱ 1.62 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 86 sqm. ,"Imus, Cavite",₱ 6.14 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 79 sqm. ,"Calamba, Laguna",₱ 2.88 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"San Jose, Nueva Ecija",₱ 5.29 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Pavia, Iloilo",₱ 4.00 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 340 sqm. ,"Nuvali, Santa Rosa, Laguna",₱ 38.6 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 200 sqm. ,"Dagupan, Pangasinan",₱ 5.00 million
For Sale Single Attached House 5 Bedrooms 4 Bathrooms 180 sqm. ,"Dagupan, Pangasinan",₱ 10.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 200 sqm. ,"Silang, Cavite",₱ 28.0 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 51 sqm. ,"Trece Martires, Cavite",₱ 3.97 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 173 sqm. ,"Porac, Pampanga",₱ 5.38 million
For Sale Duplex / Twin House 4 Bedrooms 3 Bathrooms 100 sqm. ,"Cordova, Cebu",₱ 7.00 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 200 sqm. ,"Silang, Cavite",₱ 28.0 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 51 sqm. ,"Trece Martires, Cavite",₱ 3.97 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 150 sqm. ,"Lipa, Batangas",₱ 8.74 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Baliuag, Bulacan",₱ 1.75 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 515 sqm. ,"Parañaque, Metro Manila",₱ 40.0 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Dumaguete, Negros Oriental",₱ 4.34 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 219 sqm. ,"Tarlac City, Tarlac",₱ 4.52 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Oton, Iloilo",₱ 6.65 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 288 sqm. ,"Clark, Angeles, Pampanga",₱ 70.0 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 96 sqm. ,"San Fernando, Pampanga",₱ 2.80 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 70 sqm. ,"Rodriguez (Montalban), Rizal",₱ 5.04 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Roxas City, Capiz",₱ 3.66 million
For Sale Others 7 Bedrooms 7 Bathrooms 279 sqm. ,"Cainta, Rizal",₱ 32.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Iloilo City, Iloilo",₱ 1.50 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 163 sqm. ,"Angono, Rizal",₱ 16.3 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 723 sqm. ,"Parañaque, Metro Manila",₱ 41.4 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 112 sqm. ,"Tanza, Cavite",₱ 4.80 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 96 sqm. ,"Antipolo, Rizal",₱ 8.00 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Bacoor, Cavite",₱ 12.0 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 98 sqm. ,"General Trias, Cavite",₱ 9.18 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 240 sqm. ,"Santa Rosa, Laguna",₱ 16.0 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 99 sqm. ,"San Jose, Nueva Ecija",₱ 5.81 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 320 sqm. ,"Taguig, Metro Manila",₱ 30.0 million
For Sale Others 53 sqm. ,"Silang, Cavite",₱ 8.79 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 143 sqm. ,"Las Piñas, Metro Manila",₱ 7.42 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 350 sqm. ,"Bacolod, Negros Occidental",₱ 14.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"San Jose, Nueva Ecija",₱ 5.29 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 42 sqm. ,"Binangonan, Rizal",₱ 2.52 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 140 sqm. ,"Lipa, Batangas",₱ 10.0 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 167 sqm. ,"General Trias, Cavite",₱ 8.08 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 230 sqm. ,"San Fernando, Pampanga",₱ 12.0 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 180 sqm. ,"Commonwealth, Quezon City / QC, Metro Manila",₱ 10.9 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 90 sqm. ,"Dasmariñas, Cavite",₱ 1.60 million
For Sale Duplex / Twin House 1 Bedroom 1 Bathroom 41 sqm. ,"General Trias, Cavite",₱ 1.60 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 24 sqm. ,"Alaminos, Laguna","₱ 650,000"
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 166 sqm. ,"Bacoor, Cavite",₱ 13.8 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 42 sqm. ,"Cauayan, Isabela",₱ 1.91 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 200 sqm. ,"Silang, Cavite",₱ 28.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Bacolod, Negros Occidental",₱ 3.00 million
For Sale Single Detached House 1 Bedroom 1 Bathroom 53 sqm. ,"Calamba, Laguna",₱ 5.20 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Cabanatuan, Nueva Ecija",₱ 2.29 million
For Sale Others 65 sqm. ,"Silang, Cavite",₱ 10.2 million
For Sale Others 3 Bedrooms 2 Bathrooms 72 sqm. ,"Silang, Cavite",₱ 6.37 million
