HouseDescription,Address,Cost
For Sale Others 3 Bathrooms 150 sqm. ,"San Jose del Monte, Bulacan",₱ 3.33 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 358 sqm. ,"Tagaytay, Cavite",₱ 28.0 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 135 sqm. ,"Taytay, Rizal",₱ 6.50 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 154 sqm. ,"Las Piñas, Metro Manila",₱ 7.50 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 172 sqm. ,"Antipolo, Rizal",₱ 8.40 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 700 sqm. ,"Tagaytay, Cavite",₱ 25.0 million
For Sale Single Attached House 2 Bedrooms 6 Bathrooms 120 sqm. ,"Tagaytay, Cavite",₱ 17.0 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 154 sqm. ,"Las Piñas, Metro Manila",₱ 7.50 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 60 sqm. ,"Caloocan, Metro Manila",₱ 3.90 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 222 sqm. ,"Angeles, Pampanga",₱ 10.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 33 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 1.75 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 81 sqm. ,"General Trias, Cavite",₱ 4.42 million
For Sale 4 Bedrooms 4 Bathrooms 420 sqm. ,"Manila, Metro Manila",₱ 18.5 million
For Sale Single Detached House 5 Bedrooms 6 Bathrooms 325 sqm. ,"Angeles, Pampanga",₱ 27.0 million
For Sale Single Detached House 9 Bedrooms 7 Bathrooms 533 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 65.0 million
"For Sale Single Detached House 12 Bedrooms 7 Bathrooms 2,000 sqm. ","Antipolo, Rizal",₱ 165 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 200 sqm. ,"Tagaytay, Cavite",₱ 15.0 million
For Sale Duplex / Twin House 2 Bedrooms 3 Bathrooms 84 sqm. ,"Bacoor, Cavite",₱ 6.50 million
For Sale Single Detached House 4 Bedrooms 5 Bathrooms 400 sqm. ,"Puerto Princesa, Palawan",₱ 32.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 107 sqm. ,"Binangonan, Rizal",₱ 3.50 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 300 sqm. ,"Baguio, Benguet",₱ 11.0 million
For Sale Others 11 Bedrooms 11 Bathrooms 368 sqm. ,"Davao City, Davao del Sur",₱ 27.0 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 143 sqm. ,"Las Piñas, Metro Manila",₱ 7.00 million
For Sale Others 4 Bedrooms 3 Bathrooms 81 sqm. ,"Bulakan, Bulacan",₱ 6.91 million
"For Sale Others 6 Bedrooms 5 Bathrooms 1,000 sqm. ","Albuera, Leyte",₱ 54.0 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 1.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 60 sqm. ,"Marilao, Bulacan",₱ 1.72 million
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 165 sqm. ,"Angeles, Pampanga",₱ 5.80 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 82 sqm. ,"Tagum, Davao del Norte",₱ 1.87 million
For Sale 4 Bedrooms 4 Bathrooms 350 sqm. ,"Makati, Metro Manila",₱ 125 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 50 sqm. ,"General Trias, Cavite",₱ 2.12 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 85 sqm. ,"Imus, Cavite",₱ 11.5 million
"For Sale Single Detached House 7 Bedrooms 7 Bathrooms 4,000 sqm. ","Tagaytay, Cavite",₱ 90.0 million
For Sale Others 4 Bedrooms 5 Bathrooms 476 sqm. ,"Parañaque, Metro Manila",₱ 30.3 million
For Sale 3 Bedrooms 2 Bathrooms 250 sqm. ,"San Pablo, Laguna",₱ 21.2 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 126 sqm. ,"Imus, Cavite",₱ 6.50 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 3.00 million
For Sale Others 2 Bedrooms 1 Bathroom 46 sqm. ,"San Juan, Batangas",₱ 3.61 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 50 sqm. ,"Nasugbu, Batangas",₱ 2.32 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 63 sqm. ,"Imus, Cavite",₱ 4.08 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 240 sqm. ,"Talisay, Cebu",₱ 14.9 million
For Sale Townhouse 5 Bedrooms 4 Bathrooms 347 sqm. ,"Las Piñas, Metro Manila",₱ 30.0 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Subic, Zambales",₱ 9.78 million
For Sale Duplex / Twin House 4 Bedrooms 5 Bathrooms 410 sqm. ,"Taguig, Metro Manila",₱ 46.8 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 607 sqm. ,"Makati, Metro Manila",₱ 170 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 97 sqm. ,"Carcar, Cebu",₱ 8.63 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 30 sqm. ,"Cordova, Cebu",₱ 1.60 million
"For Sale Single Detached House 10 Bedrooms 12 Bathrooms 1,500 sqm. ","Quezon City / QC, Metro Manila",₱ 185 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 63 sqm. ,"Imelda, Zamboanga Sibugay",₱ 4.58 million
For Sale Single Detached House 5 Bedrooms 7 Bathrooms 330 sqm. ,"Angeles, Pampanga",₱ 35.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 3.48 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 143 sqm. ,"Taytay, Rizal",₱ 7.50 million
For Sale Single Detached House 7 Bedrooms 3 Bathrooms 265 sqm. ,"Angono, Rizal",₱ 10.0 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 50 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 3.50 million
For Sale 4 Bedrooms 4 Bathrooms 340 sqm. ,"Santa Rosa, Laguna",₱ 27.8 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 150 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 5.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 3.48 million
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 100 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 12.0 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 225 sqm. ,"Amadeo, Cavite",₱ 15.0 million
For Sale 4 Bedrooms 4 Bathrooms 340 sqm. ,"Santa Rosa, Laguna",₱ 27.8 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 180 sqm. ,"San Luis, Batangas",₱ 25.0 million
For Sale 5 Bedrooms 3 Bathrooms 300 sqm. ,"Mandaluyong, Metro Manila",₱ 46.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 120 sqm. ,"Nuvali, Santa Rosa, Laguna",₱ 16.5 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 205 sqm. ,"Imus, Cavite",₱ 8.95 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 100 sqm. ,"Biñan, Laguna",₱ 11.9 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"General Trias, Cavite",₱ 4.50 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 46 sqm. ,"Bulakan, Bulacan",₱ 3.23 million
For Sale Others 2 Bedrooms 1 Bathroom 46 sqm. ,"Talisay, Cebu",₱ 5.52 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 40 sqm. ,"General Trias, Cavite",₱ 1.94 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Oton, Iloilo",₱ 3.45 million
For Sale Townhouse 1 Bathroom 50 sqm. ,"Dauis, Bohol",₱ 1.60 million
For Sale Single Detached House 2 Bedrooms 3 Bathrooms 266 sqm. ,"Parañaque, Metro Manila",₱ 12.0 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 34 sqm. ,"Carcar, Cebu","₱ 980,000"
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Calamba, Laguna",₱ 4.40 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 80 sqm. ,"Antipolo, Rizal",₱ 3.30 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 250 sqm. ,"Las Piñas, Metro Manila",₱ 18.3 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 86 sqm. ,"Caloocan, Metro Manila",₱ 10.5 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 43 sqm. ,"Naic, Cavite",₱ 1.24 million
For Sale Single Attached House 7 Bedrooms 7 Bathrooms 400 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 24.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 65 sqm. ,"Bacoor, Cavite",₱ 4.39 million
For Sale Single Attached House 7 Bedrooms 7 Bathrooms 400 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 24.0 million
For Sale Others 5 Bedrooms 3 Bathrooms 100 sqm. ,"Nabas, Aklan",₱ 7.22 million
For Sale Others 2 Bedrooms 1 Bathroom 46 sqm. ,"Talisay, Cebu",₱ 5.52 million
For Sale Others 1 Bathroom 25 sqm. ,"Trece Martires, Cavite",₱ 1.50 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 190 sqm. ,"Taytay, Rizal",₱ 10.0 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 34 sqm. ,"Carcar, Cebu","₱ 980,000"
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Calamba, Laguna",₱ 4.40 million
For Sale Single Detached House 8 Bedrooms 8 Bathrooms 780 sqm. ,"Parañaque, Metro Manila",₱ 30.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 80 sqm. ,"Antipolo, Rizal",₱ 3.30 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 250 sqm. ,"Las Piñas, Metro Manila",₱ 18.3 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 86 sqm. ,"Caloocan, Metro Manila",₱ 10.5 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Magalang, Pampanga",₱ 3.00 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 183 sqm. ,"Angeles, Pampanga",₱ 20.0 million
"For Sale Single Attached House 13 Bedrooms 18 Bathrooms 1,700 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 40.0 million
For Sale Single Detached House 7 Bedrooms 5 Bathrooms 800 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 125 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 150 sqm. ,"Mandaluyong, Metro Manila",₱ 10.5 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 145 sqm. ,"Marikina, Metro Manila",₱ 8.00 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 64 sqm. ,"Magalang, Pampanga",₱ 5.70 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 150 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 7.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 100 sqm. ,"Cordova, Cebu",₱ 5.00 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Silay, Negros Occidental","₱ 999,000"
For Sale Townhouse 4 Bedrooms 4 Bathrooms 392 sqm. ,"Manila, Metro Manila",₱ 53.0 million
For Sale Townhouse 5 Bedrooms 4 Bathrooms 289 sqm. ,"San Juan, Metro Manila",₱ 32.3 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 190 sqm. ,"Taytay, Rizal",₱ 10.0 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Magalang, Pampanga",₱ 3.00 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 168 sqm. ,"San Juan, Metro Manila",₱ 38.5 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Valenzuela, Metro Manila",₱ 3.38 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 142 sqm. ,"Cauayan, Isabela",₱ 9.45 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 65 sqm. ,"Bacoor, Cavite",₱ 4.39 million
For Sale Single Attached House 4 Bedrooms 9 Bathrooms 530 sqm. ,"Quezon City / QC, Metro Manila",₱ 62.0 million
For Sale Rowhouse 1 Bathroom 22 sqm. ,"Palo, Leyte",₱ 2.00 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 56 sqm. ,"Bauan, Batangas",₱ 3.00 million
"For Sale Single Attached House 13 Bedrooms 18 Bathrooms 1,700 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 40.0 million
"For Sale Single Attached House 3 Bedrooms 3 Bathrooms 1,053 sqm. ","Cebu Business Park, Cebu City, Cebu",₱ 16.0 million
For Sale Single Detached House 3 Bedrooms 4 Bathrooms 200 sqm. ,"Digos, Davao del Sur",₱ 4.80 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 150 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 7.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 100 sqm. ,"Cordova, Cebu",₱ 5.00 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 160 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 5.30 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 90 sqm. ,"Biñan, Laguna",₱ 9.02 million
For Sale Others 5 Bedrooms 3 Bathrooms 100 sqm. ,"Nabas, Aklan",₱ 7.22 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 167 sqm. ,"Las Piñas, Metro Manila",₱ 8.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 51 sqm. ,"Meycauayan, Bulacan",₱ 2.21 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 110 sqm. ,"Borbon, Cebu",₱ 16.0 million
For Sale 4 Bedrooms 8 Bathrooms 450 sqm. ,"Biñan, Laguna",₱ 65.0 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 268 sqm. ,"Santa Rosa, Laguna",₱ 14.0 million
For Sale Duplex / Twin House 4 Bedrooms 4 Bathrooms 410 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 48.8 million
For Sale Others 1 Bedroom 1 Bathroom 50 sqm. ,"Cabanatuan, Nueva Ecija",₱ 1.70 million
For Sale Duplex / Twin House 4 Bedrooms 4 Bathrooms 410 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 48.8 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Alaminos, Laguna",₱ 1.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 42 sqm. ,"Bais, Negros Oriental",₱ 1.50 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 110 sqm. ,"Silang, Cavite",₱ 7.80 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 88 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 5.10 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 186 sqm. ,"Cabuyao, Laguna",₱ 12.5 million
For Sale 3 Bedrooms 3 Bathrooms 350 sqm. ,"Makati, Metro Manila",₱ 130 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 100 sqm. ,"Marikina, Metro Manila",₱ 5.37 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 530 sqm. ,"Las Piñas, Metro Manila",₱ 57.0 million
For Sale Single Detached House 13 Bedrooms 13 Bathrooms 324 sqm. ,"Parañaque, Metro Manila",₱ 26.0 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 504 sqm. ,"Taytay, Rizal",₱ 25.0 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 400 sqm. ,"Villaba, Leyte",₱ 8.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Tanauan, Batangas",₱ 4.41 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 43 sqm. ,"Naic, Cavite",₱ 1.31 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Pandi, Bulacan","₱ 948,236"
For Sale 3 Bedrooms 3 Bathrooms 200 sqm. ,"Santa Rosa, Laguna",₱ 6.50 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 45 sqm. ,"Antipolo, Rizal",₱ 1.30 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 170 sqm. ,"Dumaguete, Negros Oriental",₱ 5.50 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Nasugbu, Batangas",₱ 4.38 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 4.43 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 24 sqm. ,"Pagadian, Zamboanga del Sur",₱ 1.21 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 40 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 1.70 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Tanza, Cavite",₱ 2.01 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 105 sqm. ,"Taguig, Metro Manila",₱ 18.5 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 54 sqm. ,"Bacolod, Negros Occidental",₱ 1.82 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"San Pablo, Laguna",₱ 2.83 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Nasugbu, Batangas",₱ 4.38 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 4.43 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 40 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 1.70 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 24 sqm. ,"Bacolod, Negros Occidental","₱ 657,716"
For Sale Rowhouse 1 Bedroom 1 Bathroom 45 sqm. ,"Antipolo, Rizal",₱ 1.30 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Tanza, Cavite",₱ 2.01 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Bulakan, Bulacan",₱ 5.16 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 180 sqm. ,"Angono, Rizal",₱ 6.00 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 55 sqm. ,"Tanza, Cavite",₱ 3.00 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 60 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 4.70 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 60 sqm. ,"Alaminos, Pangasinan",₱ 2.50 million
For Sale Others 4 Bedrooms 2 Bathrooms 375 sqm. ,"Butuan, Agusan del Norte",₱ 8.00 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 320 sqm. ,"Mandaluyong, Metro Manila",₱ 35.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Calbayog, Samar",₱ 2.05 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 350 sqm. ,"Clark, Angeles, Pampanga",₱ 22.8 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Nuvali, Calamba, Laguna",₱ 8.71 million
For Sale Others 5 Bedrooms 5 Bathrooms 260 sqm. ,"Davao City, Davao del Sur",₱ 18.9 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 86 sqm. ,"Angeles, Pampanga",₱ 3.43 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 237 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 30.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Dasmariñas, Cavite",₱ 1.79 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 527 sqm. ,"Cebu City, Cebu",₱ 49.2 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Magalang, Pampanga",₱ 1.77 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Bulakan, Bulacan",₱ 5.16 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 55 sqm. ,"Tanza, Cavite",₱ 3.00 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 117 sqm. ,"Las Piñas, Metro Manila",₱ 7.13 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 60 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 4.70 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 60 sqm. ,"Alaminos, Pangasinan",₱ 2.50 million
For Sale Others 4 Bedrooms 2 Bathrooms 375 sqm. ,"Butuan, Agusan del Norte",₱ 8.00 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 320 sqm. ,"Mandaluyong, Metro Manila",₱ 35.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Calbayog, Samar",₱ 2.05 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 350 sqm. ,"Clark, Angeles, Pampanga",₱ 22.8 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Nuvali, Calamba, Laguna",₱ 8.71 million
For Sale Others 5 Bedrooms 5 Bathrooms 260 sqm. ,"Davao City, Davao del Sur",₱ 18.9 million
For Sale 4 Bedrooms 4 Bathrooms 650 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 85.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 86 sqm. ,"Angeles, Pampanga",₱ 3.43 million
For Sale Townhouse 3 Bedrooms 4 Bathrooms 237 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 30.0 million
For Sale Others 3 Bedrooms 2 Bathrooms 170 sqm. ,"Parañaque, Metro Manila",₱ 17.3 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Dasmariñas, Cavite",₱ 1.79 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 527 sqm. ,"Cebu City, Cebu",₱ 49.2 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Magalang, Pampanga",₱ 1.77 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Alfonso, Cavite",₱ 5.05 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 110 sqm. ,"Pavia, Iloilo",₱ 6.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Santa Maria, Bulacan",₱ 2.55 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 150 sqm. ,"Tagaytay, Cavite",₱ 13.3 million
For Sale Townhouse 5 Bedrooms 4 Bathrooms 250 sqm. ,"Juban, Sorsogon",₱ 10.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 45 sqm. ,"Tanza, Cavite",₱ 1.65 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 221 sqm. ,"Bacoor, Cavite",₱ 11.9 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Dasmariñas, Cavite",₱ 7.48 million
For Sale Single Detached House 6 Bedrooms 6 Bathrooms 300 sqm. ,"Las Piñas, Metro Manila",₱ 28.0 million
For Sale Single Detached House 6 Bedrooms 7 Bathrooms 780 sqm. ,"Parañaque, Metro Manila",₱ 45.0 million
For Sale Others 2 Bedrooms 1 Bathroom 36 sqm. ,"Malvar, Batangas",₱ 2.50 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 110 sqm. ,"Pavia, Iloilo",₱ 6.50 million
For Sale Single Attached House 2 Bathrooms 54 sqm. ,"Mariveles, Bataan",₱ 1.95 million
For Sale Others 3 Bedrooms 2 Bathrooms 170 sqm. ,"Parañaque, Metro Manila",₱ 17.3 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 137 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 17.0 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 72 sqm. ,"Binalbagan, Negros Occidental",₱ 2.63 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 54 sqm. ,"Magalang, Pampanga",₱ 3.00 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 400 sqm. ,"Taytay, Rizal",₱ 13.8 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 320 sqm. ,"Kawit, Cavite",₱ 21.5 million
For Sale Single Attached House 4 Bedrooms 4 Bathrooms 225 sqm. ,"Tagaytay, Cavite",₱ 15.0 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 170 sqm. ,"Quezon City / QC, Metro Manila",₱ 12.5 million
For Sale Townhouse 5 Bedrooms 4 Bathrooms 250 sqm. ,"Juban, Sorsogon",₱ 10.0 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 32 sqm. ,"Lipa, Batangas",₱ 1.26 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 120 sqm. ,"Dasmariñas, Cavite",₱ 3.80 million
For Sale Others 1 Bedroom 1 Bathroom 30 sqm. ,"Urdaneta, Pangasinan",₱ 1.70 million
For Sale Rowhouse 41 sqm. ,"Bacoor, Cavite",₱ 3.81 million
For Sale Townhouse 50 sqm. ,"Carmona, Cavite",₱ 2.59 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 103 sqm. ,"Daanbantayan, Cebu",₱ 3.36 million
For Sale Duplex / Twin House 3 Bedrooms 2 Bathrooms 63 sqm. ,"Cebu City, Cebu",₱ 5.29 million
For Sale Single Detached House 8 Bedrooms 4 Bathrooms 371 sqm. ,"Quezon City / QC, Metro Manila",₱ 24.0 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 72 sqm. ,"Alfonso, Cavite",₱ 6.92 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 32 sqm. ,"Lipa, Batangas",₱ 1.26 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 150 sqm. ,"Angono, Rizal",₱ 7.00 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 120 sqm. ,"Dasmariñas, Cavite",₱ 3.80 million
For Sale Rowhouse 41 sqm. ,"Bacoor, Cavite",₱ 3.81 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 72 sqm. ,"Alfonso, Cavite",₱ 6.92 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Valenzuela, Metro Manila",₱ 3.37 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Balayan, Batangas",₱ 2.06 million
