HouseDescription,Address,Cost
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Manila, Metro Manila",₱ 7.86 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Mandaluyong, Metro Manila",₱ 4.17 million
For Sale Residential Condominium 2 Bedrooms 2 Bathrooms 145 sqm. ,"Mandaluyong, Metro Manila",₱ 39.0 million
For Sale Studio 1 Bathroom 20 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 4.00 million
For Sale Studio 4 Bathrooms 120 sqm. ,"Morong, Bataan","₱ 650,000"
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Quezon City / QC, Metro Manila",₱ 2.80 million
For Sale Studio 1 Bathroom 24 sqm. ,"Caloocan, Metro Manila",₱ 3.25 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 5.50 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lian, Batangas",₱ 3.36 million
For Sale 2 Bedrooms 1 Bathroom 38 sqm. ,"Makati, Metro Manila",₱ 6.68 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Pasay, Metro Manila",₱ 5.00 million
For Sale Studio 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 5.39 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Bacoor, Cavite",₱ 5.23 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Manila, Metro Manila",₱ 3.90 million
For Sale Studio 1 Bathroom 24 sqm. ,"Manila, Metro Manila",₱ 2.99 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Pasig, Metro Manila",₱ 2.80 million
For Sale 2 Bedrooms 1 Bathroom 50 sqm. ,"Pasig, Metro Manila",₱ 3.80 million
For Sale 3 Bedrooms 1 Bathroom 57 sqm. ,"Davao City, Davao del Sur",₱ 10.0 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Mandaluyong, Metro Manila",₱ 2.35 million
For Sale 2 Bedrooms 1 Bathroom 52 sqm. ,"Quezon City / QC, Metro Manila",₱ 11.0 million
For Sale 4 Bedrooms 2 Bathrooms 92 sqm. ,"Davao City, Davao del Sur",₱ 18.0 million
For Sale 1 Bedroom 1 Bathroom 45 sqm. ,"Angeles, Pampanga",₱ 8.85 million
For Sale 1 Bedroom 1 Bathroom 55 sqm. ,"Laurel, Batangas",₱ 11.0 million
For Sale Studio 1 Bathroom 33 sqm. ,"Puerto Princesa, Palawan",₱ 5.75 million
For Sale Residential Condominium 1 Bedroom 1 Bathroom 23 sqm. ,"Parañaque, Metro Manila",₱ 3.10 million
For Sale 4 Bedrooms 4 Bathrooms 531 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 150 million
For Sale 3 Bedrooms 3 Bathrooms 309 sqm. ,"Makati, Metro Manila",₱ 75.0 million
For Sale 3 Bedrooms 1 Bathroom 57 sqm. ,"Davao City, Davao del Sur",₱ 10.0 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Davao City, Davao del Sur",₱ 4.20 million
For Sale 1 Bedroom 1 Bathroom 20 sqm. ,"Mandaluyong, Metro Manila",₱ 3.00 million
For Sale 1 Bedroom 1 Bathroom 48 sqm. ,"Batangas City, Batangas",₱ 5.50 million
For Sale 1 Bedroom 1 Bathroom 18 sqm. ,"Manila, Metro Manila",₱ 3.00 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"New Manila, Quezon City / QC, Metro Manila",₱ 4.14 million
For Sale 2 Bedrooms 2 Bathrooms 106 sqm. ,"Rockwell, Makati, Metro Manila",₱ 28.6 million
For Sale 2 Bedrooms 1 Bathroom 51 sqm. ,"Mandaluyong, Metro Manila",₱ 8.60 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Manila, Metro Manila",₱ 5.10 million
For Sale Studio 1 Bathroom 21 sqm. ,"Pasig, Metro Manila",₱ 2.90 million
For Sale 2 Bedrooms 1 Bathroom 57 sqm. ,"Pasig, Metro Manila",₱ 9.10 million
For Sale 2 Bedrooms 1 Bathroom 38 sqm. ,"Makati, Metro Manila",₱ 6.60 million
For Sale 1 Bedroom 1 Bathroom 60 sqm. ,"Pasig, Metro Manila",₱ 16.2 million
For Sale 2 Bedrooms 1 Bathroom 38 sqm. ,"Makati, Metro Manila",₱ 6.80 million
For Sale 1 Bedroom 1 Bathroom 47 sqm. ,"Mandaluyong, Metro Manila",₱ 6.00 million
For Sale Studio 1 Bathroom 23 sqm. ,"Las Piñas, Metro Manila",₱ 4.25 million
For Sale Studio 1 Bathroom 24 sqm. ,"Las Piñas, Metro Manila",₱ 3.89 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Quezon City / QC, Metro Manila",₱ 2.00 million
For Sale 2 Bedrooms 2 Bathrooms 48 sqm. ,"Las Piñas, Metro Manila",₱ 7.77 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 3.90 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Tagaytay, Cavite",₱ 4.13 million
For Sale 2 Bedrooms 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 44 sqm. ,"Angeles, Pampanga",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 44 sqm. ,"Angeles, Pampanga",₱ 8.12 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 4.00 million
For Sale Studio 1 Bathroom 28 sqm. ,"Caloocan, Metro Manila",₱ 4.29 million
For Sale 2 Bedrooms 2 Bathrooms 74 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 18.0 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Pasig, Metro Manila",₱ 3.60 million
For Sale 1 Bedroom 1 Bathroom 37 sqm. ,"Makati, Metro Manila",₱ 4.15 million
For Sale 1 Bedroom 2 Bathrooms 58 sqm. ,"Manila, Metro Manila",₱ 5.80 million
For Sale 3 Bedrooms 2 Bathrooms 72 sqm. ,"Pasig, Metro Manila",₱ 5.00 million
For Sale Studio 1 Bathroom 28 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 7.02 million
For Sale 1 Bedroom 1 Bathroom 47 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 8.93 million
For Sale 2 Bedrooms 3 Bathrooms 82 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 14.6 million
For Sale 4 Bedrooms 3 Bathrooms 263 sqm. ,"San Juan, Metro Manila",₱ 45.0 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 9.42 million
For Sale 1 Bedroom 1 Bathroom 34 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 11.5 million
For Sale Studio 1 Bathroom 30 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.41 million
For Sale Studio 1 Bathroom 38 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 7.02 million
For Sale 1 Bedroom 1 Bathroom 55 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 10.1 million
For Sale Studio 1 Bathroom 24 sqm. ,"Eastwood City, Quezon City / QC, Metro Manila",₱ 4.44 million
For Sale Studio 1 Bathroom 25 sqm. ,"Angono, Rizal",₱ 3.50 million
For Sale 2 Bedrooms 1 Bathroom 58 sqm. ,"Parañaque, Metro Manila",₱ 4.50 million
For Sale Studio 1 Bathroom 20 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 4.12 million
For Sale 2 Bedrooms 1 Bathroom 50 sqm. ,"Binangonan, Rizal",₱ 2.40 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.22 million
For Sale 2 Bedrooms 1 Bathroom 47 sqm. ,"Tagaytay, Cavite",₱ 9.10 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 2.00 million
For Sale 2 Bedrooms 2 Bathrooms 134 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 40.0 million
For Sale Studio 1 Bathroom 20 sqm. ,"Commonwealth, Quezon City / QC, Metro Manila",₱ 3.00 million
For Sale 2 Bedrooms 2 Bathrooms 63 sqm. ,"Commonwealth, Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 37 sqm. ,"Commonwealth, Quezon City / QC, Metro Manila",₱ 4.00 million
For Sale 2 Bedrooms 1 Bathroom 53 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.84 million
For Sale Studio 1 Bathroom 45 sqm. ,"San Jose del Monte, Bulacan",₱ 4.00 million
For Sale 1 Bedroom 1 Bathroom 18 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 5.04 million
For Sale Studio 1 Bathroom 18 sqm. ,"Filinvest City, Muntinlupa, Metro Manila",₱ 5.04 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Taytay, Rizal",₱ 5.30 million
For Sale 1 Bedroom 1 Bathroom 34 sqm. ,"Baguio City Economic Zone, Baguio, Benguet",₱ 6.68 million
For Sale 1 Bedroom 1 Bathroom 20 sqm. ,"Lipa, Batangas",₱ 3.57 million
For Sale 1 Bedroom 1 Bathroom 20 sqm. ,"Lipa, Batangas",₱ 3.57 million
For Sale 2 Bedrooms 1 Bathroom 40 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale Studio 1 Bathroom 17 sqm. ,"Manila, Metro Manila",₱ 2.08 million
For Sale 1 Bedroom 1 Bathroom 34 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 8.30 million
For Sale 3 Bedrooms 3 Bathrooms 90 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 28.0 million
For Sale 5 Bedrooms 3 Bathrooms 300 sqm. ,"Mandaluyong, Metro Manila",₱ 46.0 million
For Sale 3 Bedrooms 3 Bathrooms 210 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 50.4 million
For Sale 3 Bedrooms 2 Bathrooms 102 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 27.0 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Ortigas, Mandaluyong, Metro Manila",₱ 8.88 million
For Sale 2 Bedrooms 1 Bathroom 48 sqm. ,"Parañaque, Metro Manila",₱ 6.50 million
For Sale 2 Bedrooms 1 Bathroom 72 sqm. ,"Bacoor, Cavite",₱ 7.00 million
For Sale 3 Bedrooms 2 Bathrooms 30 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 2.70 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Mandaluyong, Metro Manila",₱ 5.11 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Pasay, Metro Manila",₱ 5.20 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Las Piñas, Metro Manila",₱ 4.46 million
For Sale 2 Bedrooms 1 Bathroom 32 sqm. ,"Parañaque, Metro Manila",₱ 5.04 million
For Sale Studio 1 Bathroom 22 sqm. ,"Manila, Metro Manila",₱ 7.72 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Parañaque, Metro Manila",₱ 8.67 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Imus, Cavite",₱ 3.08 million
For Sale Studio 1 Bathroom 25 sqm. ,"Parañaque, Metro Manila",₱ 2.80 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Manila, Metro Manila",₱ 4.90 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Quezon City / QC, Metro Manila",₱ 2.44 million
For Sale 3 Bedrooms 3 Bathrooms 142 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 34.0 million
For Sale 2 Bedrooms 1 Bathroom 55 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 4.00 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 3.00 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Cainta, Rizal",₱ 2.10 million
For Sale 2 Bedrooms 1 Bathroom 49 sqm. ,"Muntinlupa, Metro Manila",₱ 4.00 million
For Sale 1 Bedroom 1 Bathroom 31 sqm. ,"Pasig, Metro Manila",₱ 8.04 million
For Sale 2 Bedrooms 2 Bathrooms 87 sqm. ,"Pasig, Metro Manila",₱ 19.0 million
For Sale 1 Bedroom 1 Bathroom 42 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 8.00 million
For Sale 2 Bedrooms 2 Bathrooms 127 sqm. ,"San Juan, Metro Manila",₱ 34.0 million
For Sale 6 Bedrooms 3 Bathrooms 250 sqm. ,"Las Piñas, Metro Manila",₱ 8.00 million
For Sale 2 Bedrooms 1 Bathroom 48 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 6.20 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Marikina, Metro Manila",₱ 4.53 million
For Sale 1 Bedroom 1 Bathroom 40 sqm. ,"Pasay, Metro Manila",₱ 8.00 million
For Sale 4 Bedrooms 5 Bathrooms 256 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 90.0 million
For Sale 1 Bedroom 1 Bathroom 53 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 14.9 million
For Sale 3 Bedrooms 3 Bathrooms 224 sqm. ,"Rockwell, Makati, Metro Manila",₱ 85.0 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Manila, Metro Manila",₱ 3.36 million
For Sale 1 Bedroom 1 Bathroom 82 sqm. ,"Clark, Angeles, Pampanga",₱ 12.7 million
For Sale 1 Bedroom 1 Bathroom 72 sqm. ,"Angeles, Pampanga",₱ 9.50 million
For Sale 4 Bedrooms 4 Bathrooms 242 sqm. ,"Nuvali, Santa Rosa, Laguna",₱ 35.4 million
For Sale Studio 1 Bathroom 25 sqm. ,"Parañaque, Metro Manila",₱ 2.98 million
For Sale 2 Bedrooms 1 Bathroom 77 sqm. ,"Manila, Metro Manila",₱ 8.89 million
For Sale Residential Condominium Studio 1 Bathroom 30 sqm. ,"Bacolod, Negros Occidental",₱ 5.46 million
For Sale 1 Bedroom 2 Bathrooms 61 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 8.10 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Muntinlupa, Metro Manila",₱ 4.87 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Eastwood City, Quezon City / QC, Metro Manila",₱ 3.60 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Valenzuela, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Eastwood City, Quezon City / QC, Metro Manila",₱ 4.40 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"New Manila, Quezon City / QC, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lipa, Batangas",₱ 3.55 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Manila, Metro Manila",₱ 4.90 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lipa, Batangas",₱ 3.36 million
For Sale 2 Bedrooms 1 Bathroom 62 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 5.90 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.77 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Parañaque, Metro Manila",₱ 5.47 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.13 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.43 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Makati, Metro Manila",₱ 7.50 million
For Sale 1 Bedroom 1 Bathroom 20 sqm. ,"Makati, Metro Manila",₱ 3.70 million
For Sale 1 Bedroom 1 Bathroom 34 sqm. ,"Pasig, Metro Manila",₱ 5.90 million
For Sale 1 Bedroom 1 Bathroom 86 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 23.0 million
For Sale 2 Bedrooms 2 Bathrooms 125 sqm. ,"Filinvest City, Muntinlupa, Metro Manila",₱ 38.0 million
For Sale 1 Bedroom 1 Bathroom 60 sqm. ,"Filinvest City, Muntinlupa, Metro Manila",₱ 9.80 million
For Sale 1 Bedroom 1 Bathroom 40 sqm. ,"Taguig, Metro Manila",₱ 13.6 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Ortigas, Mandaluyong, Metro Manila",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Tagaytay, Cavite",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 38 sqm. ,"Baguio, Benguet",₱ 7.40 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lipa, Batangas",₱ 3.50 million
For Sale 1 Bedroom 1 Bathroom 47 sqm. ,"Makati, Metro Manila",₱ 7.00 million
For Sale Studio 1 Bathroom 26 sqm. ,"Quezon City / QC, Metro Manila",₱ 3.88 million
For Sale 2 Bedrooms 1 Bathroom 34 sqm. ,"Valenzuela, Metro Manila",₱ 3.20 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Caloocan, Metro Manila",₱ 4.40 million
For Sale 1 Bedroom 1 Bathroom 67 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 18.7 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 5.50 million
For Sale 2 Bedrooms 2 Bathrooms 85 sqm. ,"Mandaluyong, Metro Manila",₱ 21.0 million
For Sale 2 Bedrooms 1 Bathroom 33 sqm. ,"Parañaque, Metro Manila",₱ 4.00 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Pasay, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Makati, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Bay City / Manila Bay Freeport Zone, Pasay, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 31 sqm. ,"Manila, Metro Manila",₱ 4.37 million
For Sale 2 Bedrooms 1 Bathroom 39 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.46 million
For Sale 2 Bedrooms 3 Bathrooms 78 sqm. ,"Taguig, Metro Manila",₱ 19.0 million
For Sale 2 Bedrooms 3 Bathrooms 84 sqm. ,"Pasay, Metro Manila",₱ 15.5 million
For Sale 1 Bedroom 2 Bathrooms 100 sqm. ,"Makati, Metro Manila",₱ 17.5 million
For Sale 2 Bedrooms 2 Bathrooms 120 sqm. ,"Taguig, Metro Manila",₱ 22.0 million
For Sale 1 Bedroom 1 Bathroom 68 sqm. ,"Pasig, Metro Manila",₱ 20.8 million
For Sale Residential Condominium 1 Bedroom 1 Bathroom 20 sqm. ,"Quezon City / QC, Metro Manila",₱ 2.80 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lipa, Batangas",₱ 3.00 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Caloocan, Metro Manila",₱ 4.40 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Cainta, Rizal",₱ 3.75 million
For Sale 3 Bedrooms 3 Bathrooms 175 sqm. ,"Pioneer, Mandaluyong, Metro Manila",₱ 14.0 million
For Sale 3 Bedrooms 3 Bathrooms 285 sqm. ,"Makati, Metro Manila",₱ 74.0 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Imus, Cavite",₱ 3.08 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Mandaluyong, Metro Manila",₱ 7.50 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Las Piñas, Metro Manila",₱ 4.05 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Batangas City, Batangas",₱ 3.36 million
For Sale 2 Bedrooms 1 Bathroom 56 sqm. ,"Las Piñas, Metro Manila",₱ 6.32 million
For Sale 2 Bedrooms 1 Bathroom 37 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 4.00 million
For Sale 1 Bedroom 1 Bathroom 37 sqm. ,"Manila, Metro Manila",₱ 5.60 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Manila, Metro Manila",₱ 2.25 million
For Sale 2 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 2.52 million
For Sale 3 Bedrooms 3 Bathrooms 126 sqm. ,"Mandaluyong, Metro Manila",₱ 25.0 million
For Sale 10 Bedrooms 12 Bathrooms 360 sqm. ,"Baguio, Benguet",₱ 40.0 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Mandaluyong, Metro Manila",₱ 3.90 million
For Sale 24 Bedrooms 24 Bathrooms 650 sqm. ,"Pasay, Metro Manila",₱ 83.2 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Ortigas, Quezon City / QC, Metro Manila",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 39 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 10.8 million
For Sale 3 Bedrooms 3 Bathrooms 170 sqm. ,"Makati, Metro Manila",₱ 28.5 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Parañaque, Metro Manila",₱ 3.10 million
For Sale 1 Bedroom 1 Bathroom 37 sqm. ,"Parañaque, Metro Manila",₱ 3.70 million
For Sale 2 Bedrooms 1 Bathroom 65 sqm. ,"Taguig, Metro Manila",₱ 4.75 million
For Sale 2 Bedrooms 2 Bathrooms 50 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 9.50 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 2.60 million
For Sale 2 Bedrooms 1 Bathroom 55 sqm. ,"Bacoor, Cavite",₱ 6.15 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Tagaytay, Cavite",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Baguio City Economic Zone, Baguio, Benguet",₱ 5.91 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Lipa, Batangas",₱ 2.91 million
For Sale 2 Bedrooms 1 Bathroom 50 sqm. ,"Pasig, Metro Manila",₱ 3.60 million
For Sale 2 Bedrooms 2 Bathrooms 54 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 5.50 million
For Sale 1 Bedroom 1 Bathroom 50 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 4.90 million
For Sale 3 Bedrooms 3 Bathrooms 154 sqm. ,"San Juan, Metro Manila",₱ 24.8 million
For Sale Studio 111 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 39.3 million
For Sale 3 Bedrooms 3 Bathrooms 241 sqm. ,"Pasig, Metro Manila",₱ 81.9 million
For Sale Studio 1 Bathroom 22 sqm. ,"Mandaluyong, Metro Manila",₱ 3.46 million
For Sale 1 Bedroom 1 Bathroom 20 sqm. ,"Quezon City / QC, Metro Manila",₱ 3.20 million
For Sale Residential Condominium Studio 1 Bathroom 19 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.50 million
For Sale 3 Bedrooms 1 Bathroom 60 sqm. ,"San Juan, Metro Manila",₱ 4.47 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Makati, Metro Manila",₱ 9.90 million
For Sale 1 Bedroom 1 Bathroom 15 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 2.70 million
For Sale 2 Bedrooms 1 Bathroom 44 sqm. ,"Pasig, Metro Manila",₱ 4.63 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Parañaque, Metro Manila",₱ 4.90 million
For Sale 2 Bedrooms 2 Bathrooms 44 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 7.88 million
For Sale Studio 1 Bathroom 18 sqm. ,"Mandaluyong, Metro Manila",₱ 3.49 million
For Sale 1 Bedroom 1 Bathroom 19 sqm. ,"Dasmariñas, Cavite",₱ 3.40 million
For Sale 1 Bedroom 1 Bathroom 61 sqm. ,"Makati, Metro Manila",₱ 13.8 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Entertainment City / E-city, Parañaque, Metro Manila",₱ 7.50 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 3.50 million
For Sale 2 Bedrooms 2 Bathrooms 100 sqm. ,"Mandaluyong, Metro Manila",₱ 16.0 million
For Sale 1 Bedroom 1 Bathroom 15 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 2.58 million
For Sale Studio 1 Bathroom 36 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 7.50 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Parañaque, Metro Manila",₱ 4.10 million
For Sale 2 Bedrooms 1 Bathroom 54 sqm. ,"Pasig, Metro Manila",₱ 6.40 million
For Sale 2 Bedrooms 1 Bathroom 40 sqm. ,"Bacoor, Cavite",₱ 6.82 million
For Sale 4 Bedrooms 3 Bathrooms 187 sqm. ,"Parañaque, Metro Manila",₱ 33.5 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Mandaluyong, Metro Manila",₱ 3.90 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Ortigas, Quezon City / QC, Metro Manila",₱ 9.20 million
For Sale 1 Bedroom 1 Bathroom 55 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 11.9 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Mandaluyong, Metro Manila",₱ 3.69 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 8.20 million
For Sale 10 Bedrooms 6 Bathrooms 450 sqm. ,"Manila, Metro Manila",₱ 16.0 million
For Sale 3 Bedrooms 3 Bathrooms 134 sqm. ,"Pioneer, Mandaluyong, Metro Manila",₱ 12.5 million
For Sale 2 Bedrooms 3 Bathrooms 191 sqm. ,"San Juan, Metro Manila",₱ 18.0 million
For Sale 3 Bedrooms 3 Bathrooms 77 sqm. ,"Makati, Metro Manila",₱ 5.00 million
For Sale 3 Bedrooms 3 Bathrooms 77 sqm. ,"Makati, Metro Manila",₱ 5.50 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"General Trias, Cavite",₱ 1.93 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Pasay, Metro Manila",₱ 4.30 million
For Sale Studio 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 4.80 million
For Sale Studio 1 Bathroom 18 sqm. ,"Manila, Metro Manila",₱ 3.00 million
For Sale 2 Bedrooms 2 Bathrooms 57 sqm. ,"Mandaluyong, Metro Manila",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 3.60 million
