,Region,Sqm,Bathrooms,Bedrooms,Cost
5170,Quezon City,73,2,0,7800000.0
5171,IV A,30,1,0,3500000.0
5172,Quezon City,67,1,2,14300000.0
5173,Quezon City,69,2,2,14300000.0
5174,Quezon City,25,1,0,4580000.0
5175,Other NCR loc,58,1,2,4160000.0
5176,Taguig,23,1,0,5660000.0
5177,IV A,30,1,0,6740000.0
5178,Pasig,36,1,0,8199999.999999999
5179,Other NCR loc,102,3,3,25000000.0
5180,Makati,36,1,0,8700000.0
5181,Makati,118,2,2,37500000.0
5182,Other City/Province,60,1,0,3500000.0
5183,Quezon City,22,1,0,3900000.0
5184,VII,56,1,0,6000000.0
5185,Other NCR loc,27,1,0,3190000.0
5186,Muntinlupa,26,1,0,4950000.0
5187,Pasig,25,1,0,3500000.0
5188,Pasay,90,2,2,6100000.0
5189,Quezon City,25,1,0,4080000.0
5190,Pasig,65,1,2,10000000.0
5191,Other NCR loc,25,1,0,3740000.0
5192,Benguet,27,1,0,5000000.0
5193,VII,24,1,0,1880000.0
5194,IV A,29,1,0,4440000.0
5195,III,24,1,0,2710000.0
5196,IV A,57,1,0,3500000.0
5197,IV A,30,1,0,5700000.0
5198,IV A,26,1,0,1670000.0
5199,Other NCR loc,141,1,2,36900000.0
5200,Pasig,56,1,0,15900000.0
5201,Taguig,40,1,0,5760000.0
5202,Taguig,26,1,0,6540000.0
5203,Other NCR loc,30,1,0,3000000.0
5204,IV A,24,1,0,4620000.0
5205,Other NCR loc,19,1,0,2100000.0
5206,Pasig,29,1,0,4810000.0
5207,Quezon City,23,1,0,4500000.0
5208,Quezon City,47,1,2,8880000.0
5209,Other City/Province,42,1,0,7700000.0
5210,Other NCR loc,23,1,0,2400000.0
5211,VII,37,2,2,6850000.0
5212,Other NCR loc,25,1,0,4640000.0
5213,Quezon City,83,2,3,7000000.0
5214,Mandaluyong,30,1,0,4800000.0
5215,III,24,1,0,2770000.0
5216,VII,24,1,0,2080000.0
5217,VII,23,1,0,2650000.0
5218,Mandaluyong,31,1,0,5000000.0
5219,Other NCR loc,25,3,3,3000000.0
5220,Pasig,23,1,0,4340000.0
5221,Makati,96,2,2,25000000.0
5222,Other City/Province,24,1,0,3400000.0
5223,Quezon City,23,1,0,2400000.0
5224,Pasig,70,1,0,27400000.0
5225,Pasay,35,1,0,6500000.0
5226,Other NCR loc,33,1,0,3200000.0
5227,Pasig,22,1,0,3500000.0
5228,IV A,30,1,0,5000000.0
5229,Pasig,84,2,3,12000000.0
5230,Mandaluyong,440,6,12,20000000.0
5231,Taguig,143,3,3,28500000.0
5232,Pasig,84,2,3,12000000.0
5233,Taguig,34,1,0,6700000.0
5234,Taguig,45,1,0,11500000.0
5235,Taguig,55,1,0,14500000.0
5236,Taguig,36,1,0,9500000.0
5237,Makati,106,2,2,29000000.0
5238,Makati,30,1,0,5000000.0
5239,Pasay,27,1,0,4900000.0
5240,VII,50,2,0,7420000.0
5241,IV A,30,1,0,4000000.0
5242,Other NCR loc,65,1,3,6100000.0
5243,Taguig,36,1,0,6660000.0
5244,Other City/Province,24,1,0,2130000.0
5245,VII,60,1,2,3800000.0
5246,Other NCR loc,22,1,0,4900000.0
5247,Pasig,30,1,2,2750000.0
5248,Quezon City,43,1,0,9670000.0
5249,Muntinlupa,19,1,0,3230000.0
5250,Quezon City,34,1,0,5140000.0
5251,Other NCR loc,25,1,0,3500000.0
5252,Pasig,35,1,2,3200000.0
5253,Pasig,30,1,2,2710000.0
5254,Mandaluyong,30,1,0,4830000.0
5255,Pasig,70,1,0,26800000.0
5256,Other NCR loc,23,1,0,3370000.0
5257,Other NCR loc,24,1,0,4510000.0
5258,Makati,26,1,0,4000000.0
5259,Other NCR loc,30,1,0,4560000.0
5260,Pasig,30,1,2,2800000.0
5261,VII,20,1,0,2890000.0
5262,VII,22,1,0,3250000.0
5263,Quezon City,28,1,0,3500000.0
5264,Pasay,24,1,0,4390000.0
5265,IV A,30,1,0,4090000.0
5266,Other NCR loc,23,1,0,3760000.0
5267,Other NCR loc,32,1,0,4800000.0
5268,Quezon City,30,1,0,7000000.0
5269,Other NCR loc,25,1,0,2970000.0
5270,Quezon City,38,1,0,10000000.0
5271,IV A,24,1,0,2360000.0
5272,VII,20,1,0,2000000.0
5273,IV A,42,1,2,7950000.0
5274,III,26,1,0,1650000.0
5275,Pasig,42,1,3,3910000.0
5276,Mandaluyong,23,1,0,3400000.0
5277,Makati,101,3,3,6000000.0
5278,Other NCR loc,32,1,0,4700000.0
5279,Mandaluyong,22,1,0,3890000.0
5280,VII,24,1,0,1700000.0
5281,Taguig,88,2,2,23000000.0
5282,Makati,24,1,0,3500000.0
5283,Taguig,21,1,0,4590000.0
5284,Quezon City,69,2,2,9500000.0
5285,Mandaluyong,22,1,0,3930000.0
5286,Makati,28,1,0,7170000.0
5287,Other NCR loc,47,1,0,6200000.0
5288,IV A,21,1,0,2460000.0
5289,Other City/Province,22,1,0,2820000.0
5291,Makati,65,1,0,19500000.0
5292,Taguig,52,1,0,18600000.0
5293,Quezon City,39,1,2,5570000.0
5294,Pasig,36,1,0,5800000.0
5295,Benguet,42,1,0,10400000.0
5296,Quezon City,46,3,3,2800000.0
5297,IV A,30,1,0,5780000.0
5298,Quezon City,68,2,2,14300000.0
5299,Other NCR loc,40,1,0,8500000.0
5300,Mandaluyong,35,1,0,4900000.0
5301,Taguig,23,1,0,4220000.0
5302,Makati,28,1,0,5500000.0
5303,Pasig,40,1,0,2700000.0
5304,Pasig,156,3,3,46600000.0
5305,Pasig,105,2,2,33600000.0
5306,III,24,1,0,2610000.0
5307,III,24,1,0,2610000.0
5308,IV A,57,1,0,3500000.0
5309,Other City/Province,30,1,0,3420000.0
5310,Mandaluyong,24,1,0,4000000.0
5311,Quezon City,36,1,0,7000000.0
5312,Pasig,30,1,2,2680000.0
5313,Quezon City,30,1,0,6000000.0
5314,III,24,1,0,2650000.0
5315,Quezon City,50,1,0,9500000.0
5316,Pasig,22,1,0,4200000.0
5317,Quezon City,49,1,2,6000000.0
5318,Pasay,27,1,0,10000000.0
5319,Pasig,23,1,0,4000000.0
5320,Pasig,125,3,0,23000000.0
5321,Quezon City,37,1,0,3000000.0
5322,IV A,24,1,0,1900000.0
5323,Quezon City,37,1,0,3000000.0
5324,Mandaluyong,34,1,0,3000000.0
5325,Muntinlupa,137,2,2,41800000.0
5326,Taguig,41,1,0,10700000.0
5327,Quezon City,30,1,0,5380000.0
5328,Quezon City,37,1,0,3020000.0
5329,Other NCR loc,24,1,0,3890000.0
5330,Other NCR loc,24,1,0,4630000.0
5331,IV A,47,1,2,9490000.0
5332,IV A,33,1,0,5650000.0
5333,Pasig,52,1,0,11300000.0
5334,Other NCR loc,24,1,0,8690000.0
5335,IV A,36,1,0,5200000.0
5336,Mandaluyong,24,1,0,4290000.0
5337,IV A,42,1,0,7000000.0
5338,Pasay,33,1,0,7500000.0
5339,Quezon City,21,1,0,3410000.0
5340,Pasig,67,1,0,21700000.0
5341,Other City/Province,300,5,5,10000000.0
5342,Pasig,56,1,0,15300000.0
5343,Quezon City,87,1,2,15800000.0
5344,VII,30,1,2,2790000.0
5345,IV A,36,1,0,3000000.0
5346,Quezon City,49,1,2,4300000.0
5347,Quezon City,36,1,0,4300000.0
5348,Other NCR loc,31,1,0,3800000.0
5349,Other NCR loc,23,1,0,4000000.0
5350,IV A,50,1,2,2200000.0
5351,Taguig,128,2,4,14000000.0
5352,Mandaluyong,30,1,0,7200000.0
5353,Quezon City,69,1,2,12600000.0
5354,VII,20,1,0,2500000.0
5355,Muntinlupa,23,1,0,4900000.0
5356,Taguig,23,1,0,4000000.0
5357,Makati,26,1,0,4700000.0
5358,Makati,26,1,0,5000000.0
5359,Mandaluyong,36,1,0,5800000.0
5360,Makati,24,1,0,3600000.0
5361,IV A,69,2,2,11200000.0
5362,Makati,21,1,0,4400000.0
5363,Quezon City,153,2,2,30300000.0
5364,Makati,21,1,0,3850000.0
5365,Other NCR loc,33,1,0,5800000.0
5366,IV A,42,2,2,5000000.0
5367,Other NCR loc,24,1,0,4600000.0
5368,IV A,30,1,0,6000000.0
5369,Other NCR loc,50,2,2,7480000.0
5370,Pasig,94,1,0,14000000.0
5371,Makati,114,3,2,33000000.0
5372,IV A,44,1,2,3910000.0
5373,Pasig,45,1,0,12400000.0
5374,Other NCR loc,32,1,2,5010000.0
5375,Pasay,25,1,0,12000000.0
5376,Other City/Province,30,1,0,4700000.0
5377,Other City/Province,36,1,0,4600000.0
5378,Mandaluyong,36,1,0,7000000.0
5379,Makati,38,1,0,17800000.0
5380,Quezon City,30,1,0,9000000.0
5381,Mandaluyong,26,1,0,4880000.0
5382,VII,24,1,0,1800000.0
5383,Quezon City,40,1,0,10000000.0
5385,Pasig,34,1,0,5400000.0
5386,Other NCR loc,30,1,2,2800000.0
5387,Quezon City,68,2,0,10300000.0
5388,III,24,1,0,2500000.0
5389,Quezon City,32,1,0,3780000.0
5390,Pasig,82,1,0,9440000.0
5391,Mandaluyong,13,1,0,2650000.0
5392,Pasig,42,1,3,4290000.0
5393,Pasig,35,1,2,3340000.0
5394,Pasig,57,2,2,12000000.0
5395,Other NCR loc,38,1,2,3600000.0
5396,Taguig,40,1,2,6360000.0
5398,Makati,142,3,2,55000000.0
5399,IV A,40,1,2,4000000.0
5400,IV A,30,1,0,8000000.0
5401,Quezon City,50,1,0,9000000.0
5402,VII,317,2,2,17000000.0
5403,Taguig,47,1,0,10900000.0
5404,IV A,120,4,10,8000000.0
5405,Makati,59,1,0,17000000.0
5406,Other NCR loc,131,1,2,50000000.0
5407,IV A,50,1,2,2200000.0
5408,Quezon City,21,1,0,2200000.0
5409,Pasig,40,1,2,3900000.0
5410,IV A,40,1,0,3050000.0
5411,Quezon City,18,1,0,2810000.0
5412,Pasig,72,2,3,5560000.0
5413,Other NCR loc,80,2,2,11000000.0
5414,Mandaluyong,40,1,0,6810000.0
5415,Makati,138,3,3,55000000.0
5416,Taguig,70,2,2,17000000.0
5417,Other NCR loc,46,1,2,4500000.0
5418,Other City/Province,25,1,0,2460000.0
5419,Other City/Province,120,8,8,18000000.0
5420,Other City/Province,32,1,0,2600000.0
5421,VII,28,1,0,3000000.0
5422,Quezon City,94,2,4,11400000.0
5423,Taguig,119,3,3,23600000.0
5424,Taguig,113,2,3,25700000.0
5425,Taguig,95,3,3,29100000.0
5426,Taguig,60,2,2,15400000.0
5427,Taguig,108,3,2,24200000.0
5428,VII,38,1,0,4910000.0
5429,Muntinlupa,20,1,0,2800000.0
5430,Pasig,69,1,0,26800000.0
5431,Taguig,40,1,0,10000000.0
5432,Mandaluyong,25,1,0,3900000.0
5433,IV A,33,1,0,5000000.0
5434,Taguig,23,1,0,3600000.0
5435,Other NCR loc,141,3,2,36900000.0
5436,Pasig,52,1,2,9500000.0
5437,Other NCR loc,36,1,0,5070000.0
5438,Pasig,90,3,3,17500000.0
5439,IV A,32,1,0,7700000.0
5440,IV A,22,1,0,2200000.0
5441,Pasig,23,2,0,4200000.0
5442,Quezon City,22,1,0,4099999.9999999995
5443,Pasay,26,1,0,5000000.0
5444,Pasig,23,1,0,4200000.0
5445,Pasig,45,1,2,9100000.0
5446,Mandaluyong,50,1,2,8000000.0
5447,Pasig,22,1,0,4390000.0
5448,Other NCR loc,45,2,2,6010000.0
5449,Quezon City,18,1,0,3910000.0
5450,Other NCR loc,22,1,0,1740000.0
5451,Quezon City,54,1,2,5520000.0
5452,Pasig,22,1,0,4730000.0
5453,IV A,29,1,0,3700000.0
5454,Makati,60,1,0,15000000.0
5455,Other NCR loc,24,1,0,3400000.0
5456,Pasay,28,1,0,4000000.0
5457,Taguig,99,3,3,14000000.0
5458,Quezon City,22,1,0,5030000.0
5459,III,24,1,0,3310000.0
5460,Makati,30,1,0,7500000.0
5461,Quezon City,28,1,0,4250000.0
5462,Pasig,63,1,2,6000000.0
5463,Taguig,44,1,0,11500000.0
5464,Other City/Province,24,1,0,2040000.0
5465,III,24,1,0,2570000.0
5466,Pasig,30,1,0,1600000.0
5467,Pasay,24,1,0,5390000.0
5468,Pasig,49,1,2,6800000.0
5469,Pasig,56,1,2,7000000.0
5470,Pasig,30,1,2,2900000.0
5471,IV A,211,2,3,27900000.0
5472,Quezon City,18,1,0,1300000.0
5473,Muntinlupa,16,1,0,3140000.0
5474,Mandaluyong,24,1,0,6710000.0
5475,III,25,1,0,2800000.0
5476,Taguig,27,1,0,3900000.0
5477,Pasay,28,1,0,3300000.0
5478,Quezon City,115,3,4,13900000.0
5479,Makati,52,2,3,8000000.0
5480,Taguig,34,1,0,6000000.0
5481,Quezon City,160,4,4,15000000.0
5482,Pasig,54,1,2,5000000.0
5483,Other NCR loc,71,1,2,12500000.0
5484,Pasig,30,1,0,6300000.0
5485,Taguig,42,1,0,9500000.0
5486,Other NCR loc,60,1,2,9760000.0
5487,Makati,54,1,0,9000000.0
5488,Other NCR loc,50,1,0,4900000.0
5489,Pasig,32,2,2,7000000.0
5490,III,30,1,0,2880000.0
5491,Other NCR loc,81,1,2,7980000.0
5492,Pasig,46,1,2,8600000.0
5493,Pasig,66,1,2,9680000.0
5494,Quezon City,36,1,0,5070000.0
5495,Pasay,27,1,0,6500000.0
5496,Taguig,98,1,3,9000000.0
5497,Pasay,42,1,0,6000000.0
5498,Mandaluyong,51,2,2,8720000.0
5499,Mandaluyong,55,1,0,10400000.0
5500,Pasig,30,1,2,2860000.0
5501,Pasig,30,1,2,2900000.0
5502,Mandaluyong,30,1,0,4000000.0
5503,Taguig,136,2,2,65000000.0
5504,Mandaluyong,23,1,0,5800000.0
5505,Other NCR loc,29,1,0,4710000.0
5506,Quezon City,54,1,2,6380000.0
5507,III,24,1,0,2550000.0
5508,IV A,42,1,2,4670000.0
5509,Other NCR loc,38,1,0,5000000.0
5510,Muntinlupa,25,1,0,2000000.0
5511,Quezon City,56,1,0,9000000.0
5512,Pasay,31,1,0,5000000.0
5513,Taguig,51,1,0,18000000.0
5514,Pasig,37,1,2,5330000.0
5515,Other NCR loc,22,1,0,1860000.0
5516,Quezon City,21,1,0,4000000.0
5517,Taguig,84,1,2,21000000.0
5518,Pasay,24,1,0,4500000.0
5519,Other NCR loc,56,2,2,7000000.0
5520,Mandaluyong,44,1,2,5830000.0
5521,Makati,38,1,0,10700000.0
5522,Mandaluyong,25,1,0,6840000.0
5523,VII,33,1,0,4650000.0
5524,Pasig,82,1,3,7540000.0
5525,Other NCR loc,21,1,0,5010000.0
5526,Other NCR loc,22,1,0,2700000.0
5527,Makati,22,1,0,6500000.0
5528,Mandaluyong,30,1,2,4700000.0
5529,Mandaluyong,37,1,0,9670000.0
5530,IV A,30,1,2,2300000.0
5531,III,72,2,2,12500000.0
5532,Quezon City,25,1,0,4500000.0
5533,VII,40,1,0,7000000.0
5534,Other NCR loc,72,1,2,7000000.0
5535,Other NCR loc,198,3,4,22000000.0
5536,VII,24,1,0,3000000.0
5537,Quezon City,23,1,0,3900000.0
5538,Quezon City,29,1,0,4300000.0
5539,Quezon City,56,1,2,6000000.0
5540,Quezon City,56,1,0,8000000.0
5541,Quezon City,30,1,0,4500000.0
5542,Other NCR loc,32,1,0,3700000.0
5543,Quezon City,23,1,0,6600000.0
5544,Other NCR loc,28,1,0,11000000.0
5545,Other NCR loc,49,2,2,4700000.0
5546,Other NCR loc,26,1,0,4900000.0
5547,Pasig,39,1,0,4500000.0
5548,Taguig,36,1,0,6500000.0
5549,Other City/Province,30,1,0,5190000.0
5550,Pasig,29,1,0,3700000.0
5551,IV A,38,1,0,5700000.0
5552,IV A,30,1,0,3360000.0
5553,Mandaluyong,60,1,0,18000000.0
5554,Quezon City,30,1,0,5000000.0
5555,Other NCR loc,236,2,4,47000000.0
5556,Quezon City,42,2,2,6500000.0
5557,Other NCR loc,39,1,2,4800000.0
5558,Other NCR loc,38,1,2,5000000.0
5559,Pasay,113,3,3,29000000.0
5560,Quezon City,56,1,0,9000000.0
5561,Quezon City,22,1,0,4000000.0
5562,Quezon City,18,1,0,2080000.0
5563,Quezon City,56,1,2,6000000.0
5564,Pasig,31,1,0,3770000.0
5565,Other NCR loc,23,1,0,5000000.0
5566,Taguig,45,2,0,18000000.0
5567,Makati,29,1,0,11000000.0
5568,Pasig,35,1,0,7980000.0
5569,Other NCR loc,30,1,2,4700000.0
5570,Taguig,45,1,2,11000000.0
5571,Pasig,58,2,0,15000000.0
5572,Other NCR loc,41,1,0,12000000.0
5573,Other NCR loc,56,1,0,18000000.0
5574,VII,22,1,0,1700000.0
5575,Makati,38,1,0,7000000.0
5576,IV A,22,1,0,2089999.9999999998
5577,Pasig,31,1,0,8500000.0
5578,Mandaluyong,13,1,0,2100000.0
5579,Muntinlupa,90,2,3,11100000.0
5580,Muntinlupa,18,1,0,4780000.0
5581,IV A,50,1,3,2600000.0
5582,Pasig,30,1,0,8300000.000000001
5583,IV A,39,1,2,2540000.0
5584,Other NCR loc,31,1,0,7410000.0
5585,Mandaluyong,50,1,2,10800000.0
5586,Other NCR loc,21,1,0,4990000.0
5587,Other NCR loc,33,1,0,7760000.0
5588,Quezon City,20,1,0,5250000.0
5589,IV A,30,1,0,3360000.0
5590,IV A,22,1,0,2000000.0
5591,Quezon City,38,1,0,4500000.0
5592,Mandaluyong,24,1,0,4110000.0000000005
5593,Quezon City,33,1,0,6100000.0
5594,Other City/Province,92,2,4,17300000.0
5595,Other NCR loc,27,1,0,10300000.0
5596,Other NCR loc,26,1,2,5000000.0
5597,Pasay,26,1,0,6500000.0
5598,Taguig,84,1,3,9140000.0
5599,Quezon City,54,1,2,6900000.0
5600,IV A,30,1,0,3000000.0
5601,Pasig,83,1,3,11600000.0
5602,Taguig,60,1,2,10000000.0
5603,Other City/Province,56,2,2,11300000.0
5604,Quezon City,27,1,0,4500000.0
5605,Taguig,97,2,2,25000000.0
5606,Taguig,121,3,2,28000000.0
5607,IV A,30,1,0,4000000.0
5608,Other City/Province,39,1,2,5820000.0
5609,Pasig,70,1,3,9000000.0
5610,Pasig,25,1,0,8000000.0
5611,Quezon City,21,1,0,5000000.0
5612,Other NCR loc,21,1,0,5000000.0
5613,Quezon City,38,1,0,7000000.0
5614,Other NCR loc,21,1,0,4600000.0
5615,Other NCR loc,21,1,0,5000000.0
5616,Quezon City,29,1,0,7000000.0
5617,Benguet,26,1,0,5000000.0
5618,VII,29,1,0,6000000.0
5619,Quezon City,36,1,0,5100000.0
5620,III,24,1,0,2460000.0
5621,Pasig,40,1,0,14000000.0
5622,Mandaluyong,32,1,0,5000000.0
5623,Makati,36,1,0,6000000.0
5624,Quezon City,21,1,0,4500000.0
5625,VII,57,1,2,11400000.0
5626,VII,25,1,0,5530000.0
5627,Other NCR loc,21,1,0,4500000.0
5628,Makati,80,2,2,23000000.0
5629,Other NCR loc,33,1,0,7760000.0
5630,IV A,27,1,0,5240000.0
5631,IV A,58,1,0,11900000.0
5632,Other NCR loc,23,1,0,5310000.0
5633,Taguig,54,1,0,14000000.0
5634,IV A,24,1,0,2180000.0
5635,Other NCR loc,48,1,0,10900000.0
5636,Other NCR loc,26,1,0,7860000.0
5637,Mandaluyong,36,1,0,4170000.0
5638,Mandaluyong,145,2,2,39000000.0
5639,Quezon City,20,1,0,4000000.0
5640,III,120,4,0,650000.0
5641,Quezon City,23,1,0,2800000.0
5642,Other NCR loc,24,1,0,3250000.0
5643,Makati,56,1,0,5500000.0
5644,IV A,30,1,0,3360000.0
5645,Makati,38,1,2,6680000.0
5646,Pasay,24,1,0,5000000.0
5647,Other NCR loc,21,1,0,5390000.0
5648,IV A,30,1,0,5230000.0
5649,Other NCR loc,29,1,0,3900000.0
5650,Other NCR loc,24,1,0,2990000.0
5651,Pasig,30,1,0,2800000.0
5652,Pasig,50,1,2,3800000.0
5653,Other City/Province,57,1,3,10000000.0
5654,Mandaluyong,24,1,0,2350000.0
5655,Quezon City,52,1,2,11000000.0
5656,Other City/Province,92,2,4,18000000.0
5657,III,45,1,0,8850000.0
5658,IV A,55,1,0,11000000.0
5659,Other City/Province,33,1,0,5750000.0
5660,Other NCR loc,23,1,0,3100000.0
5663,Other City/Province,57,1,3,10000000.0
5664,Other City/Province,30,1,0,4200000.0
5665,Mandaluyong,20,1,0,3000000.0
5666,IV A,48,1,0,5500000.0
5667,Other NCR loc,18,1,0,3000000.0
5668,Quezon City,24,1,0,4139999.9999999995
5669,Makati,106,2,2,28600000.0
5670,Mandaluyong,51,1,2,8600000.0
5671,Other NCR loc,30,1,2,5100000.0
5672,Pasig,21,1,0,2900000.0
5673,Pasig,57,1,2,9100000.0
5674,Makati,38,1,2,6600000.0
5675,Pasig,60,1,0,16200000.0
5676,Makati,38,1,2,6800000.0
5677,Mandaluyong,47,1,0,6000000.0
5678,Other NCR loc,23,1,0,4250000.0
5679,Other NCR loc,24,1,0,3890000.0
5680,Quezon City,21,1,0,2000000.0
5681,Other NCR loc,48,2,2,7770000.0
5682,Quezon City,30,1,0,3900000.0
5683,IV A,23,1,0,4130000.0
5684,Quezon City,56,1,2,6000000.0
5685,III,44,1,0,8000000.0
5686,III,44,1,0,8119999.999999999
5687,Pasig,23,1,0,4000000.0
5688,Other NCR loc,28,1,0,4290000.0
5689,Pasig,74,2,2,18000000.0
5690,Pasig,30,1,0,3600000.0
5691,Makati,37,1,0,4150000.0000000005
5692,Other NCR loc,58,2,0,5800000.0
5693,Pasig,72,2,3,5000000.0
5694,Quezon City,28,1,0,7020000.0
5695,Quezon City,47,1,0,8930000.0
5696,Quezon City,82,3,2,14600000.0
5697,Other NCR loc,263,3,4,45000000.0
5698,Quezon City,56,1,0,9420000.0
5699,Taguig,34,1,0,11500000.0
5700,Quezon City,30,1,0,4410000.0
5701,Quezon City,38,1,0,7020000.0
5702,Quezon City,55,1,0,10100000.0
5703,Quezon City,24,1,0,4440000.0
5704,IV A,25,1,0,3500000.0
5705,Other NCR loc,58,1,2,4500000.0
5706,Other City/Province,20,1,0,4120000.0
5707,IV A,50,1,2,2400000.0
5708,Quezon City,36,1,0,6220000.0
5709,IV A,47,1,2,9100000.0
5710,Pasig,30,1,0,2000000.0
5711,Taguig,134,2,2,40000000.0
5712,Quezon City,20,1,0,3000000.0
5713,Quezon City,63,2,2,5000000.0
5714,Quezon City,37,1,0,4000000.0
5715,Quezon City,53,1,2,4840000.0
5716,III,45,1,0,4000000.0
5717,Muntinlupa,18,1,0,5040000.0
5718,Muntinlupa,18,1,0,5040000.0
5719,IV A,33,1,0,5300000.0
5720,Benguet,34,1,0,6680000.0
5721,IV A,20,1,0,3570000.0
5722,IV A,20,1,0,3570000.0
5723,Quezon City,40,1,2,5000000.0
5724,Other NCR loc,17,1,0,2080000.0
5725,Taguig,34,1,0,8300000.000000001
5726,Taguig,90,3,3,28000000.0
5727,Mandaluyong,300,3,5,46000000.0
5728,Makati,210,3,3,50400000.0
5729,Taguig,102,2,3,27000000.0
5730,Mandaluyong,36,1,0,8880000.0
5731,Other NCR loc,48,1,2,6500000.0
5732,IV A,72,1,2,7000000.0
5733,Pasig,30,2,3,2700000.0
5734,Mandaluyong,24,1,0,5110000.0
5735,Pasay,26,1,0,5200000.0
5736,Other NCR loc,25,1,0,4460000.0
5737,Other NCR loc,32,1,2,5040000.0
5738,Other NCR loc,22,1,0,7720000.0
5739,Other NCR loc,28,1,0,8670000.0
5740,IV A,28,1,0,3080000.0
5741,Other NCR loc,25,1,0,2800000.0
5742,Pasig,32,1,0,7000000.0
5743,Other NCR loc,26,1,0,4900000.0
5744,Quezon City,25,1,0,2440000.0
5745,Taguig,142,3,3,34000000.0
5746,Quezon City,55,1,2,4000000.0
5747,Quezon City,24,1,0,3000000.0
5748,IV A,24,1,0,2100000.0
5749,Muntinlupa,49,1,2,4000000.0
5750,Pasig,31,1,0,8039999.999999999
5751,Pasig,87,2,2,19000000.0
5752,Pasig,42,1,0,8000000.0
5753,Other NCR loc,127,2,2,34000000.0
5754,Other NCR loc,250,3,6,8000000.0
5755,Pasig,48,1,2,6200000.0
5756,Other NCR loc,32,1,0,4530000.0
5757,Pasay,40,1,0,8000000.0
5759,Muntinlupa,53,1,0,14900000.0
5761,Other NCR loc,25,1,0,3360000.0
5762,III,82,1,0,12700000.0
5763,III,72,1,0,9500000.0
5764,IV A,242,4,4,35400000.0
5765,Other NCR loc,25,1,0,2980000.0
5766,Other NCR loc,77,1,2,8890000.0
5767,Other City/Province,30,1,0,5460000.0
5768,Makati,61,2,0,8100000.0
5769,Muntinlupa,33,1,0,4870000.0
5770,Quezon City,36,1,0,3600000.0
5771,Other NCR loc,24,1,0,7000000.0
5772,Quezon City,36,1,0,4400000.0
5773,Quezon City,36,1,0,7000000.0
5774,IV A,30,1,0,3550000.0
5775,Other NCR loc,30,1,2,4900000.0
5776,IV A,30,1,0,3360000.0
5777,VII,62,1,2,5900000.0
5778,Quezon City,32,1,0,4770000.0
5779,Other NCR loc,29,1,0,5470000.0
5780,Quezon City,22,1,0,4130000.0
5781,Quezon City,24,1,0,4430000.0
5782,Makati,27,1,0,7500000.0
5783,Makati,20,1,0,3700000.0
5784,Pasig,34,1,0,5900000.0
5785,Taguig,86,1,0,23000000.0
5786,Muntinlupa,125,2,2,38000000.0
5787,Muntinlupa,60,1,0,9800000.0
5788,Taguig,40,1,0,13600000.0
5789,Mandaluyong,36,1,0,8000000.0
5790,IV A,36,1,0,5000000.0
5791,Benguet,38,1,0,7400000.0
5792,IV A,30,1,0,3500000.0
5793,Makati,47,1,0,7000000.0
5794,Quezon City,26,1,0,3880000.0
5795,Other NCR loc,34,1,2,3200000.0
5796,Other NCR loc,30,1,0,4400000.0
5797,Pasig,67,1,0,18700000.0
5798,Muntinlupa,26,1,0,5500000.0
5799,Mandaluyong,85,2,2,21000000.0
5800,Other NCR loc,33,1,2,4000000.0
5801,Pasay,27,1,0,7000000.0
5802,Makati,26,1,0,6000000.0
5803,Makati,24,1,0,7000000.0
5804,Pasay,24,1,0,6000000.0
5805,Other NCR loc,31,1,0,4370000.0
5806,Quezon City,39,1,2,5460000.0
5807,Taguig,78,3,2,19000000.0
5808,Pasay,84,3,2,15500000.0
5809,Makati,100,2,0,17500000.0
5810,Taguig,120,2,2,22000000.0
5811,Pasig,68,1,0,20800000.0
5812,Quezon City,20,1,0,2800000.0
5813,IV A,30,1,0,3000000.0
5814,Other NCR loc,30,1,0,4400000.0
5815,IV A,29,1,0,3750000.0
5816,Mandaluyong,175,3,3,14000000.0
5818,IV A,28,1,0,3080000.0
5819,Mandaluyong,32,1,0,7500000.0
5820,Other NCR loc,33,1,0,4050000.0
5821,IV A,30,1,0,3360000.0
5822,Other NCR loc,56,1,2,6320000.0
5823,Pasig,37,1,2,4000000.0
5824,Other NCR loc,37,1,0,5600000.0
5825,Other NCR loc,30,1,2,2250000.0
5826,IV A,40,1,2,2520000.0
5827,Mandaluyong,126,3,3,25000000.0
5828,Benguet,360,12,10,40000000.0
5829,Mandaluyong,24,1,0,3900000.0
5831,Quezon City,36,1,0,8000000.0
5832,Taguig,39,1,0,10800000.0
5833,Makati,170,3,3,28500000.0
5834,Other NCR loc,30,1,0,3100000.0
5835,Other NCR loc,37,1,0,3700000.0
5836,Taguig,65,1,2,4750000.0
5837,Taguig,50,2,2,9500000.0
5838,Quezon City,24,1,0,2600000.0
5839,IV A,55,1,2,6150000.0
5840,IV A,30,1,0,4500000.0
5841,Benguet,25,1,0,5910000.0
5842,IV A,23,1,0,2910000.0
5843,Pasig,50,1,2,3600000.0
5844,Quezon City,54,2,2,5500000.0
5845,Quezon City,50,1,0,4900000.0
5846,Other NCR loc,154,3,3,24800000.0
5847,Pasig,111,0,0,39300000.0
5849,Mandaluyong,22,1,0,3460000.0
5850,Quezon City,20,1,0,3200000.0
5851,Quezon City,19,1,0,4500000.0
