,Region,Sqm,Bathrooms,Bedrooms,Cost
3018,Makati,251,8,8,26000000.0
3020,Muntinlupa,36,1,0,7770000.0
3021,Pasig,30,1,2,3370000.0
3022,Taguig,134,3,3,40300000.0
3023,Other NCR loc,46,1,2,9200000.0
3024,Other City/Province,39,1,0,12200000.0
3025,Quezon City,18,1,0,3500000.0
3026,Mandaluyong,22,1,0,5900000.0
3027,IV A,21,1,2,2330000.0
3028,Other NCR loc,20,1,0,5490000.0
3029,Other NCR loc,23,1,0,6380000.0
3030,Benguet,51,1,2,12700000.0
3031,Pasig,87,2,2,18000000.0
3032,Quezon City,24,1,0,5880000.0
3033,Makati,106,2,2,30000000.0
3034,Quezon City,47,1,2,9600000.0
3035,Quezon City,70,1,2,7000000.0
3036,Other NCR loc,30,1,0,4840000.0
3037,IV A,21,1,0,2400000.0
3038,Mandaluyong,41,1,2,3610000.0
3039,VII,42,1,2,5800000.0
3040,VII,30,1,0,3700000.0
3041,Makati,106,3,2,30000000.0
3042,IV A,37,1,0,4700000.0
3043,Pasig,30,1,2,3000000.0
3044,Muntinlupa,39,2,0,5620000.0
3045,Quezon City,105,2,2,32000000.0
3046,Mandaluyong,30,1,0,2990000.0
3047,IV A,30,1,0,3120000.0
3048,IV A,30,1,0,3120000.0
3049,Makati,36,1,0,6500000.0
3050,Other NCR loc,20,1,0,1500000.0
3051,VII,22,2,2,4000000.0
3052,Pasig,54,1,2,5740000.0
3053,IV A,65,2,2,9500000.0
3054,Pasay,55,1,2,12000000.0
3055,Other City/Province,15,1,0,3760000.0
3056,Other City/Province,20,1,0,3800000.0
3058,Pasig,30,1,2,2900000.0
3059,Taguig,60,2,2,15500000.0
3060,Makati,72,1,2,17000000.0
3061,Quezon City,21,1,0,3320000.0
3062,Other City/Province,23,1,0,4050000.0
3063,Other City/Province,30,1,0,5390000.0
3064,VII,22,1,0,4030000.0000000005
3065,VII,27,1,0,4300000.0
3066,Pasig,30,1,2,2900000.0
3067,Pasig,45,2,2,12500000.0
3068,Pasig,30,1,2,2900000.0
3069,Other City/Province,24,1,0,3470000.0
3070,Other City/Province,22,1,0,4000000.0
3071,Taguig,37,1,0,8500000.0
3072,Quezon City,33,1,0,3380000.0
3073,IV A,57,1,0,9300000.0
3074,IV A,25,1,0,2440000.0
3075,VII,22,1,0,1650000.0
3076,VII,24,1,0,2470000.0
3077,Taguig,102,3,2,20000000.0
3079,VII,24,1,0,2420000.0
3080,Makati,65,1,0,17500000.0
3081,Taguig,68,2,2,17200000.0
3083,Quezon City,39,1,0,7500000.0
3084,Quezon City,50,1,0,3120000.0
3085,Quezon City,33,1,0,4800000.0
3086,Pasig,52,1,2,5800000.0
3087,Taguig,132,3,3,38000000.0
3088,Taguig,27,1,0,4500000.0
3089,Makati,143,3,3,56000000.0
3090,Quezon City,36,1,0,2500000.0
3091,VII,110,1,3,5750000.0
3092,VII,24,1,0,2440000.0
3093,Other City/Province,1423,7,7,12000000.0
3094,Other City/Province,250,3,7,9000000.0
3095,Other City/Province,26,1,0,8100000.0
3096,III,82,1,0,12700000.0
3097,Muntinlupa,23,1,0,3140000.0
3098,IV A,26,1,0,4000000.0
3099,Pasig,25,1,0,7460000.0
3100,IV A,25,1,0,2700000.0
3101,IV A,30,1,0,4200000.0
3102,Taguig,98,2,2,36000000.0
3103,Pasig,22,1,0,2000000.0
3104,Other NCR loc,97,3,2,21000000.0
3105,Other NCR loc,149,3,3,22000000.0
3106,Taguig,98,2,3,21000000.0
3107,IV A,50,1,2,2700000.0
3108,Other NCR loc,48,1,2,5590000.0
3109,Taguig,106,2,2,30000000.0
3110,Other City/Province,20,1,0,3800000.0
3111,IV A,22,1,0,3290000.0
3112,Other NCR loc,30,1,2,2810000.0
3113,Pasig,30,1,2,4000000.0
3114,Taguig,37,1,0,11100000.0
3115,Benguet,51,2,2,12700000.0
3116,III,28,1,0,3030000.0
3117,Other NCR loc,19,1,0,2000000.0
3118,Taguig,80,3,3,18000000.0
3119,Other City/Province,24,1,0,2390000.0
3120,Other City/Province,24,1,0,2390000.0
3121,VII,23,1,0,6900000.0
3122,Makati,42,1,2,10700000.0
3123,Taguig,38,1,0,9540000.0
3124,Muntinlupa,18,1,0,5300000.0
3125,Other NCR loc,52,1,3,7520000.0
3126,Quezon City,27,1,0,3360000.0
3127,Other NCR loc,48,1,2,7520000.0
3128,VII,35,1,2,3300000.0
3129,VII,434,17,17,22000000.0
3130,Other City/Province,26,1,0,4099999.9999999995
3131,Makati,42,1,0,7000000.0
3132,Other NCR loc,26,1,0,6500000.0
3133,Makati,55,1,0,11500000.0
3134,Pasig,24,1,0,5000000.0
3135,Taguig,60,2,2,15000000.0
3136,Other NCR loc,38,1,0,5500000.0
3137,Quezon City,81,1,3,13000000.0
3138,Other NCR loc,25,1,0,9000000.0
3139,Makati,29,1,0,8000000.0
3140,Taguig,46,1,0,18700000.0
3141,Quezon City,40,1,0,4600000.0
3142,Taguig,62,2,2,27900000.0
3143,Quezon City,69,4,3,19000000.0
3144,Other NCR loc,23,1,0,4480000.0
3145,VII,28,1,0,5500000.0
3146,Quezon City,48,1,2,5500000.0
3147,Other NCR loc,30,1,2,5210000.0
3148,VII,41,1,0,8220000.000000001
3149,Benguet,32,1,0,5170000.0
3150,Quezon City,70,1,2,7000000.0
3151,Quezon City,10,0,0,1230000.0
3152,VII,56,1,0,10800000.0
3153,VII,56,1,0,9600000.0
3154,Other City/Province,29,1,0,4500000.0
3155,Pasig,42,1,3,4210000.0
3156,Quezon City,31,1,2,3400000.0
3157,VII,25,1,0,2880000.0
3158,VII,27,1,0,4200000.0
3159,VII,24,1,0,2640000.0
3160,VII,24,1,0,5180000.0
3161,Taguig,83,3,2,24000000.0
3162,IV A,100,2,4,7760000.0
3163,Other NCR loc,18,1,0,3000000.0
3164,Makati,48,1,0,18000000.0
3165,Pasig,30,1,0,3840000.0
3166,IV A,30,1,0,3840000.0
3167,Pasig,25,1,0,4400000.0
3168,Pasig,58,2,2,9330000.0
3169,Quezon City,26,1,0,3900000.0
3170,Quezon City,41,1,0,4099999.9999999995
3171,IV A,34,1,0,4500000.0
3172,Other NCR loc,152,3,3,11000000.0
3173,IV A,30,1,0,7200000.0
3174,Makati,22,1,0,6000000.0
3175,Makati,106,2,2,30000000.0
3176,Makati,92,1,2,18000000.0
3177,Pasig,49,1,0,8000000.0
3178,Makati,129,3,2,46800000.0
3179,VII,71,1,2,7500000.0
3180,Pasay,56,1,2,6800000.0
3181,Other NCR loc,22,1,0,2700000.0
3182,Quezon City,60,1,2,7500000.0
3183,Other NCR loc,22,1,0,1740000.0
3184,Other NCR loc,33,1,0,8680000.0
3185,IV A,28,1,0,3030000.0
3186,Muntinlupa,55,1,2,4300000.0
3187,VII,27,1,0,4540000.0
3188,VII,32,1,0,1700000.0
3189,Other NCR loc,36,1,0,6700000.0
3190,Makati,27,1,0,5790000.0
3191,III,41,1,0,4150000.0000000005
3192,Other NCR loc,43,1,0,8840000.0
3193,Makati,22,1,0,3000000.0
3194,Makati,25,1,0,7200000.0
3195,Mandaluyong,81,2,0,19900000.0
3196,Makati,36,1,0,5500000.0
3197,Other NCR loc,23,1,0,3400000.0
3198,Quezon City,29,0,0,5460000.0
3199,III,89,2,2,6700000.0
3200,Quezon City,34,1,0,5900000.0
3201,Pasay,27,1,0,6950000.0
3202,III,240,10,10,18000000.0
3203,Quezon City,46,1,3,6970000.0
3204,Pasig,24,1,0,5000000.0
3205,Pasay,46,1,2,11000000.0
3206,Muntinlupa,50,1,2,6000000.0
3207,Other NCR loc,28,1,0,4000000.0
3208,Other NCR loc,24,1,0,3260000.0
3209,IV A,15,1,0,2650000.0
3210,IV A,30,1,0,6400000.0
3211,Makati,114,2,3,10800000.0
3212,Taguig,40,1,0,11000000.0
3213,Pasay,24,1,0,6760000.0
3214,Makati,44,1,0,9000000.0
3216,IV A,18,1,0,3650000.0
3217,Quezon City,69,1,2,14000000.0
3218,Mandaluyong,36,1,0,7370000.0
3219,Makati,43,1,2,3660000.0
3220,Other NCR loc,20,1,0,1920000.0
3221,Other NCR loc,23,1,0,2100000.0
3222,Pasig,30,1,0,2600000.0
3223,Mandaluyong,34,1,0,5000000.0
3224,Other NCR loc,20,1,0,4000000.0
3225,IV A,25,1,0,7000000.0
3226,Other NCR loc,34,1,0,3000000.0
3227,Pasig,81,2,3,20000000.0
3228,Taguig,57,1,2,7500000.0
3229,IV A,28,1,0,3000000.0
3230,Makati,48,2,2,7000000.0
3231,Quezon City,27,1,0,7240000.0
3232,IV A,25,1,0,2900000.0
3233,VII,99,3,2,20000000.0
3234,Other City/Province,190,4,9,8199999.999999999
3235,VII,44,1,0,8000000.0
3236,IV A,18,1,0,3650000.0
3237,Quezon City,35,1,0,7000000.0
3238,Pasig,29,1,0,2400000.0
3239,Other NCR loc,30,1,0,3600000.0
3240,Quezon City,57,1,2,6000000.0
3241,Mandaluyong,25,1,0,8199999.999999999
3242,Pasig,22,1,0,6520000.0
3243,Other NCR loc,30,1,2,2390000.0
3244,Quezon City,24,1,0,2600000.0
3245,Other NCR loc,30,1,2,2000000.0
3246,Other NCR loc,117,3,3,24000000.0
3247,Benguet,160,2,3,17500000.0
3248,Pasig,48,2,2,8500000.0
3249,Quezon City,77,2,3,12000000.0
3250,Mandaluyong,22,1,0,3200000.0
3251,Mandaluyong,119,3,3,14900000.0
3252,Mandaluyong,51,1,2,8400000.0
3253,Mandaluyong,23,1,0,3000000.0
3254,VII,56,1,2,2800000.0
3255,Benguet,31,1,0,5000000.0
3256,III,26,1,0,1600000.0
3257,Mandaluyong,178,3,3,25000000.0
3258,Mandaluyong,28,1,0,4770000.0
3260,IV A,24,1,0,2370000.0
3261,Quezon City,24,1,0,3270000.0
3262,IV A,24,1,0,3000000.0
3263,Quezon City,19,1,0,2060000.0
3264,Mandaluyong,24,1,0,4300000.0
3265,Other NCR loc,25,1,0,8000000.0
3266,Mandaluyong,121,3,2,8500000.0
3267,Mandaluyong,13,1,0,2300000.0
3268,Makati,24,1,0,7900000.0
3269,Pasay,26,1,0,3200000.0
3270,Taguig,160,3,3,37200000.0
3271,Quezon City,27,1,0,3200000.0
3272,Pasig,40,1,3,4200000.0
3273,Mandaluyong,19,1,0,2440000.0
3274,Other City/Province,21,1,0,5410000.0
3275,IV A,51,1,0,6000000.0
3276,Mandaluyong,18,1,0,2340000.0
3277,Pasig,30,1,2,2900000.0
3278,Other City/Province,28,1,0,3800000.0
3279,Mandaluyong,42,1,0,8199999.999999999
3280,IV A,28,1,2,4700000.0
3281,Pasig,29,1,0,3770000.0
3282,Makati,96,2,2,38500000.0
3283,Pasig,29,1,0,3770000.0
3284,Quezon City,65,2,2,12800000.0
3285,VII,27,1,0,4260000.0
3286,VII,27,1,0,4260000.0
3287,Pasig,24,1,2,4110000.0000000005
3288,Pasig,29,1,0,2600000.0
3289,Taguig,113,2,3,33900000.0
3290,VII,27,1,0,4099999.9999999995
3291,IV A,24,0,0,3280000.0
3292,Pasig,30,1,2,2900000.0
3293,Other NCR loc,365,6,5,41000000.0
3294,Other City/Province,31,1,0,4600000.0
3295,IV A,25,1,0,4870000.0
3296,IV A,30,1,0,4790000.0
3297,Other City/Province,23,1,0,3680000.0
3298,IV A,24,1,0,2500000.0
3299,Taguig,134,2,2,54000000.0
3300,IV A,30,1,0,3600000.0
3301,Pasig,30,1,2,2900000.0
3302,Other NCR loc,27,1,0,1900000.0
3303,Other NCR loc,33,1,0,3700000.0
3304,Quezon City,22,1,0,4200000.0
3305,Quezon City,19,1,0,3000000.0
3306,Quezon City,87,2,3,8000000.0
3307,Other NCR loc,30,1,2,2890000.0
3308,Other NCR loc,24,1,0,6380000.0
3309,Other NCR loc,40,1,0,3000000.0
3311,Other NCR loc,21,1,0,5710000.0
3312,Taguig,83,2,2,15000000.0
3313,Mandaluyong,57,1,2,3700000.0
3314,Quezon City,32,1,2,1920000.0
3315,III,22,1,0,4430000.0
3316,Makati,106,2,2,24300000.0
3317,Other City/Province,31,1,0,7740000.0
3318,IV A,33,1,0,5600000.0
3319,III,23,1,0,2290000.0
3320,Taguig,105,3,3,32000000.0
3321,Makati,66,2,0,19500000.0
3322,Taguig,117,2,3,42700000.0
3323,Makati,26,1,0,5000000.0
3324,Pasig,31,1,2,2910000.0
3325,Makati,66,1,2,16500000.0
3326,Quezon City,20,1,0,2800000.0
3327,Other City/Province,35,1,0,8990000.0
3328,Other NCR loc,28,1,2,5580000.0
3329,Other NCR loc,22,1,0,4040000.0
3330,Other NCR loc,23,1,0,4090000.0
3331,Taguig,86,1,0,25000000.0
3332,Pasay,58,2,2,21700000.0
3333,Pasay,24,1,0,7660000.0
3334,Pasay,33,1,0,9910000.0
3335,Quezon City,30,1,0,3870000.0
3336,Quezon City,18,1,0,2660000.0
3337,Quezon City,30,1,0,3870000.0
3338,Mandaluyong,188,3,3,25000000.0
3339,Mandaluyong,52,1,0,8270000.0
3340,Makati,69,2,2,22500000.0
3341,Other City/Province,43,3,3,4800000.0
3342,Makati,52,1,0,14000000.0
3343,Taguig,44,1,0,10000000.0
3344,Mandaluyong,27,1,0,3700000.0
3345,Makati,83,1,2,26000000.0
3346,Taguig,137,3,3,47000000.0
3347,IV A,64,1,2,6510000.0
3348,Taguig,95,3,2,23800000.0
3349,Pasay,22,1,0,2590000.0
3350,IV A,29,1,0,3210000.0
3351,Pasay,35,1,0,6060000.0
3352,Pasay,28,1,0,5000000.0
3353,Pasig,25,1,0,4000000.0
3354,Quezon City,50,2,2,6930000.0
3355,Taguig,44,1,2,8220000.000000001
3356,Other City/Province,50,2,2,12000000.0
3357,Taguig,26,1,0,3960000.0
3358,Other NCR loc,22,1,0,3200000.0
3359,Makati,30,1,0,5800000.0
3360,Pasig,32,1,0,5040000.0
3361,Quezon City,31,1,0,4090000.0
3362,Pasig,55,1,2,7790000.0
3363,Pasig,42,1,3,4220000.0
3364,Pasig,30,1,2,3000000.0
3365,Muntinlupa,27,1,0,4440000.0
3366,Other City/Province,33,1,2,4410000.0
3367,Other City/Province,49,1,0,12000000.0
3368,Mandaluyong,38,1,2,9730000.0
3369,Quezon City,36,1,0,8500000.0
3370,Pasay,28,1,0,8039999.999999999
3371,IV A,23,1,0,3880000.0
3372,Mandaluyong,33,1,0,2000000.0
3373,Muntinlupa,23,1,2,3400000.0
3374,Pasig,48,1,0,9200000.0
3375,Mandaluyong,26,1,0,1900000.0
3376,Mandaluyong,68,2,0,11500000.0
3377,Pasig,32,1,0,8160000.0
3378,Taguig,61,1,2,6500000.0
3379,IV A,24,1,0,3490000.0
3380,Quezon City,29,1,0,5400000.0
3381,III,22,1,0,2290000.0
3382,Quezon City,20,1,0,3600000.0
3383,Makati,38,1,2,6020000.0
3384,Other NCR loc,50,1,2,4500000.0
3385,Taguig,60,1,0,16000000.0
3386,Quezon City,26,1,0,4500000.0
3387,Pasay,77,2,2,11000000.0
3388,Taguig,135,2,2,40000000.0
3389,Pasig,45,2,0,6000000.0
3390,VII,22,1,0,1400000.0
3391,Other NCR loc,154,2,3,12000000.0
3392,Quezon City,22,1,0,2900000.0
3393,Taguig,24,1,0,3800000.0
3394,VII,59,2,2,7000000.0
3395,Taguig,106,1,2,30200000.0
3396,Other NCR loc,28,1,0,4000000.0
3397,VII,74,1,2,16000000.0
3398,Pasig,24,1,0,3830000.0
3399,Pasig,30,1,2,3100000.0
3400,Other NCR loc,25,1,0,2200000.0
3401,Benguet,46,1,0,7000000.0
3402,IV A,28,1,0,3030000.0
3403,Other NCR loc,24,1,0,2390000.0
3404,Other NCR loc,30,1,2,2890000.0
3405,Pasay,27,1,0,6870000.0
3406,Other NCR loc,57,2,2,6500000.0
3407,Mandaluyong,22,1,0,3200000.0
3408,Makati,32,1,0,9000000.0
3409,Pasig,30,1,2,2900000.0
3410,IV A,30,1,0,4220000.0
3411,Quezon City,29,1,0,3540000.0
3412,VII,25,1,0,1350000.0
3413,Pasig,22,1,0,5070000.0
3414,Other NCR loc,180,3,3,32000000.0
3415,Quezon City,19,1,0,2150000.0
3416,Mandaluyong,33,2,0,4000000.0
3417,Pasig,44,1,0,10000000.0
3418,Mandaluyong,30,1,2,2910000.0
3419,Other City/Province,107,3,3,8700000.0
3420,Mandaluyong,30,1,2,2600000.0
3421,Pasig,57,1,2,9000000.0
3422,Other NCR loc,80,2,2,11200000.0
3423,Other NCR loc,37,1,0,2060000.0
3424,Pasig,57,1,0,16200000.0
3425,Pasig,92,2,2,21200000.0
3426,VII,66,1,2,16700000.0
3427,Other NCR loc,30,1,0,2280000.0
3428,Makati,31,1,0,4800000.0
3429,Mandaluyong,27,1,0,4550000.0
3431,Makati,142,2,2,55000000.0
3432,Pasig,40,1,2,2800000.0
3433,Quezon City,20,1,0,3300000.0
3434,Taguig,51,1,0,17800000.0
3435,Mandaluyong,24,1,0,4000000.0
3436,Makati,142,2,2,55000000.0
3437,Muntinlupa,41,2,2,4380000.0
3438,III,57,1,0,8000000.0
3439,Other NCR loc,30,1,0,1500000.0
3440,Other NCR loc,21,1,0,2110000.0
3441,Other NCR loc,49,1,2,3810000.0
3442,Pasay,62,1,2,10000000.0
3443,Mandaluyong,74,2,2,15500000.0
3444,Quezon City,36,1,0,3800000.0
3445,Taguig,40,1,0,7500000.0
3446,Other NCR loc,54,2,2,6900000.0
3447,Other NCR loc,152,2,3,60000000.0
3448,Pasig,35,1,2,3240000.0
3449,Pasay,40,1,0,8000000.0
3450,Other City/Province,37,1,0,5690000.0
3451,Pasig,30,1,0,6200000.0
3452,Other City/Province,35,1,0,8430000.0
3453,Makati,21,1,0,3500000.0
3454,IV A,47,1,2,9920000.0
3456,Makati,20,1,0,7090000.0
3457,Other NCR loc,23,1,0,5060000.0
3458,Other NCR loc,58,1,0,7340000.0
3459,Other City/Province,28,1,0,3800000.0
3460,Quezon City,40,1,0,4500000.0
3461,Mandaluyong,173,3,2,52000000.0
3462,Makati,22,1,0,2800000.0
3463,Other NCR loc,40,1,0,6000000.0
3464,Other City/Province,22,1,0,2510000.0
3465,Other NCR loc,20,1,0,1950000.0
3466,Other NCR loc,21,1,0,3560000.0
3467,Quezon City,19,1,0,2600000.0
3468,Quezon City,22,1,0,2400000.0
3469,VII,81,2,2,15100000.0
3470,Pasay,40,1,0,9390000.0
3471,Taguig,125,2,2,37300000.0
3472,Other NCR loc,77,0,0,7720000.0
3473,Taguig,66,1,0,12000000.0
3474,Pasay,55,2,2,8330000.0
3475,Quezon City,31,1,0,2790000.0
3476,Taguig,122,2,3,22800000.0
3477,Mandaluyong,41,1,0,5830000.0
3478,Quezon City,41,1,0,5880000.0
3479,Taguig,39,1,2,3390000.0
3480,Taguig,39,1,2,3390000.0
3481,Quezon City,61,1,0,5490000.0
3482,Quezon City,40,1,0,4400000.0
3483,Quezon City,38,1,0,5010000.0
3484,Other NCR loc,30,1,2,4900000.0
3485,Pasay,32,1,0,7180000.0
3486,Pasay,40,1,0,12400000.0
3487,Other NCR loc,46,2,2,7250000.0
3488,Quezon City,28,1,0,3160000.0
3489,Other NCR loc,31,1,2,4690000.0
3490,Pasig,22,1,0,3610000.0
3491,Mandaluyong,65,1,0,6450000.0
3492,Makati,126,2,2,23800000.0
3493,Makati,68,2,2,8910000.0
3494,Taguig,46,1,2,4139999.9999999995
3495,Other NCR loc,55,1,2,4480000.0
3496,Taguig,71,2,3,6460000.0
3497,Makati,47,1,0,8160000.0
3498,Taguig,64,1,2,12600000.0
3499,Makati,76,1,2,11900000.0
3500,Other NCR loc,52,1,2,5270000.0
3501,Quezon City,28,1,0,3370000.0
3502,Quezon City,47,1,2,5490000.0
3503,Quezon City,61,1,2,6170000.0
3504,Taguig,40,1,0,6900000.0
3505,Taguig,36,1,0,7200000.0
3506,Quezon City,20,1,0,2000000.0
3507,Pasig,58,2,3,6900000.0
3508,Muntinlupa,21,1,0,3570000.0
3509,Mandaluyong,49,1,2,8240000.0
3510,Other NCR loc,31,1,0,2800000.0
3511,Other NCR loc,21,1,0,2370000.0
3512,Taguig,23,1,0,3910000.0
3513,Makati,55,1,0,8289999.999999999
3514,Other NCR loc,48,2,2,3600000.0
3515,Muntinlupa,57,1,2,5480000.0
3516,Quezon City,77,1,2,6930000.0
3517,Makati,28,1,0,5010000.0
3518,Quezon City,42,1,2,3220000.0
3519,Quezon City,57,1,0,5750000.0
3520,Pasig,29,1,0,3770000.0
3521,Other NCR loc,30,1,2,4470000.0
3522,Quezon City,32,1,0,3740000.0
3523,Pasig,42,1,2,5270000.0
3524,Mandaluyong,26,1,0,4260000.0
3525,Makati,106,2,2,28600000.0
3526,Makati,26,1,0,4830000.0
3527,Muntinlupa,36,1,0,3420000.0
3528,Taguig,36,1,0,7200000.0
3529,Taguig,40,1,0,6900000.0
3530,Pasig,58,2,3,6900000.0
3531,Mandaluyong,49,1,2,8240000.0
3532,Makati,106,2,2,28600000.0
3533,Makati,26,1,0,4830000.0
3534,Muntinlupa,36,1,0,3420000.0
3535,Other NCR loc,42,1,0,3150000.0
3536,Pasig,40,1,2,4860000.0
3537,Other NCR loc,28,1,0,5700000.0
3538,Mandaluyong,61,2,2,9710000.0
3539,Pasig,38,1,2,4880000.0
3540,Mandaluyong,40,1,0,6400000.0
3541,Pasay,22,1,0,4260000.0
3542,Other NCR loc,33,1,2,5310000.0
3543,Mandaluyong,50,1,2,8000000.0
3544,Other NCR loc,15,1,0,2200000.0
3545,Taguig,72,2,2,13000000.0
3546,Other City/Province,39,1,2,6250000.0
3547,Other NCR loc,23,1,0,3680000.0
3549,Other City/Province,23,1,0,3680000.0
3550,Other City/Province,30,1,0,4900000.0
3551,IV A,40,1,0,3000000.0
3552,Mandaluyong,169,4,3,44500000.0
3553,Mandaluyong,24,2,2,3000000.0
3554,Pasig,30,1,2,3000000.0
3555,IV A,15,1,0,2600000.0
3556,Other NCR loc,33,1,0,7000000.0
3557,Other City/Province,21,1,0,4030000.0000000005
3558,VII,35,1,0,4400000.0
3559,VII,37,2,2,2630000.0
3560,IV A,145,2,2,40000000.0
3561,VII,30,1,0,3340000.0
3562,Pasig,36,1,2,5200000.0
3563,Taguig,54,2,2,8800000.0
3564,Mandaluyong,255,2,4,27900000.0
3565,IV A,25,1,0,4510000.0
3566,Taguig,62,2,2,12700000.0
3567,Taguig,36,1,0,9940000.0
3568,Quezon City,20,1,0,4730000.0
3569,Taguig,85,2,2,22000000.0
3570,III,225,2,3,22000000.0
3571,Other NCR loc,30,1,0,3950000.0
3572,Other NCR loc,23,1,0,3680000.0
3573,VII,20,1,0,2620000.0
3574,Mandaluyong,30,1,2,2900000.0
3575,Other City/Province,107,3,3,8700000.0
3576,Taguig,57,1,2,8000000.0
3577,VII,60,1,2,3300000.0
3578,Other NCR loc,30,1,2,2850000.0
3579,Pasig,57,1,2,7000000.0
3580,VII,48,1,2,7390000.0
3581,Muntinlupa,70,1,2,9500000.0
3582,VII,35,1,2,5000000.0
3583,VII,18,1,0,1250000.0
3584,VII,219,3,4,53000000.0
3585,Pasig,23,1,0,4750000.0
3586,Other NCR loc,25,1,0,3700000.0
3587,Makati,75,1,2,21000000.0
3588,III,26,1,0,2600000.0
3589,Other NCR loc,32,1,2,3000000.0
3590,VII,43,1,0,7700000.0
3591,Makati,138,4,3,51000000.0
3592,Other NCR loc,81,2,3,6630000.0
3593,Makati,73,1,0,17000000.0
3594,Pasig,27,1,0,5500000.0
3595,Pasay,36,1,0,8000000.0
3596,Pasig,85,1,2,20000000.0
3597,Mandaluyong,26,1,0,4600000.0
3598,Pasay,32,1,0,9820000.0
3599,IV A,18,1,0,4170000.0
3600,Other NCR loc,21,1,0,5650000.0
3601,Pasig,23,1,0,3500000.0
3602,Other NCR loc,28,1,0,8570000.0
3603,Pasig,111,2,2,28800000.0
3604,Other NCR loc,30,1,2,2380000.0
3605,Taguig,43,2,0,13000000.0
3606,Quezon City,49,1,0,9000000.0
3607,Other NCR loc,36,1,2,6000000.0
3608,Other NCR loc,22,1,0,2060000.0
3609,Pasay,57,1,2,7000000.0
3610,Other NCR loc,28,1,0,4099999.9999999995
3611,Quezon City,57,1,2,6000000.0
3612,Quezon City,57,1,2,6200000.0
3613,Mandaluyong,23,1,0,3000000.0
3614,III,155,4,3,10900000.0
3615,Taguig,185,3,3,49000000.0
3616,Taguig,56,1,0,11200000.0
3617,Taguig,56,1,0,12000000.0
3618,Taguig,67,1,0,14000000.0
3619,Taguig,65,1,0,16500000.0
3620,IV A,40,1,0,8199999.999999999
3621,Makati,190,3,3,65000000.0
3622,Pasig,99,2,3,12000000.0
3623,Makati,21,1,0,4500000.0
3624,Makati,271,3,3,54000000.0
3625,Makati,29,1,0,5000000.0
3626,Benguet,34,1,0,8670000.0
3627,Quezon City,20,1,0,5250000.0
3628,Quezon City,23,1,0,5680000.0
3629,Other NCR loc,78,3,2,18500000.0
3630,III,155,4,3,11900000.0
3631,Other NCR loc,21,1,0,5650000.0
3632,Quezon City,37,1,0,3960000.0
3633,Other NCR loc,21,1,0,5810000.0
3634,Other NCR loc,33,1,0,5000000.0
3635,Pasig,46,1,0,10000000.0
3636,Other NCR loc,48,1,0,17300000.0
3637,Makati,21,1,0,5840000.0
3638,Taguig,148,2,4,16500000.0
3639,Taguig,89,2,3,8000000.0
3640,Makati,27,1,0,3800000.0
3641,Makati,96,3,2,32500000.0
3642,Taguig,36,1,0,9000000.0
3643,Pasay,42,1,0,8000000.0
3644,Other NCR loc,160,3,4,11200000.0
3645,Other NCR loc,22,1,0,1740000.0
3646,Mandaluyong,69,1,2,4330000.0
3647,Taguig,23,1,2,4900000.0
3648,Mandaluyong,38,1,0,3100000.0
3649,Quezon City,52,2,2,5890000.0
3650,Quezon City,18,1,0,4000000.0
3651,Mandaluyong,39,1,0,8000000.0
3652,Muntinlupa,78,2,2,19000000.0
3653,Quezon City,21,1,0,3500000.0
3654,Other City/Province,150,1,2,8500000.0
3655,IV A,320,6,10,7500000.0
3656,Other NCR loc,123,2,3,48000000.0
3657,Taguig,69,1,0,18500000.0
3658,Quezon City,24,1,0,3200000.0
3659,Other City/Province,32,1,0,2900000.0
3660,IV A,24,1,0,3190000.0
3661,Mandaluyong,22,1,0,4000000.0
3662,Other NCR loc,35,1,0,5000000.0
3663,III,367,12,12,17000000.0
3664,Other City/Province,22,1,0,2800000.0
3665,Other NCR loc,21,1,0,5840000.0
3666,Pasay,27,1,0,3200000.0
3667,Makati,96,2,2,38500000.0
3668,Benguet,32,1,0,5250000.0
3669,Taguig,48,1,2,3800000.0
3670,Taguig,68,1,2,7000000.0
3671,VII,29,1,0,6360000.0
3672,Pasig,46,1,0,9200000.0
3673,Taguig,115,2,3,8000000.0
3674,Other NCR loc,77,2,3,10400000.0
3675,Other NCR loc,23,1,0,3200000.0
3676,Makati,36,1,0,10000000.0
3677,Quezon City,25,1,0,3070000.0
3678,VII,33,1,0,6170000.0
3679,Pasig,24,1,0,5000000.0
3680,Other NCR loc,52,1,2,4580000.0
3681,Other NCR loc,29,1,0,7460000.0
3682,Taguig,54,2,2,10800000.0
3683,Other NCR loc,82,2,4,9800000.0
3684,Muntinlupa,28,1,2,3800000.0
3685,Taguig,113,3,4,34900000.0
3686,Pasay,32,1,0,7000000.0
3687,Other City/Province,92,2,0,18200000.0
3688,Mandaluyong,99,3,4,6000000.0
3689,VII,20,1,0,2000000.0
3690,VII,22,1,0,3200000.0
3691,Quezon City,29,1,0,4450000.0
3692,IV A,58,1,0,11700000.0
3693,VII,21,1,0,2730000.0
3694,Mandaluyong,26,1,0,7650000.0
3695,Quezon City,20,1,0,3500000.0
3696,IV A,30,1,0,6180000.0
3697,Other NCR loc,49,2,2,3530000.0
3698,Makati,78,2,2,17000000.0
3699,Other NCR loc,34,1,0,7810000.0
3700,Other NCR loc,245,3,3,19800000.0
