,HouseDescription,Address,Cost,City/Province,Sqm,ZscoreCost,ZscoreSQM
975,For Sale Residential 150 sqm. ,"Silang, Cavite",1100000.0,Cavite,150,-0.06931539380225317,-0.11990181611842352
976,For Sale Residential 350 sqm. ,"San Fernando, Pampanga",6300000.0,Pampanga,350,-0.068241910574215,-0.11935123194352257
977,For Sale Residential 254 sqm. ,"Calatagan, Batangas",4000000.0,Batangas,254,-0.06871672046353958,-0.11961551234747503
978,For Sale Residential 184 sqm. ,"Batangas City, Batangas",830000.0,Batangas,184,-0.06937113235447823,-0.11980821680869035
979,For Sale Residential 80 sqm. ,"Borbon, Cebu",239920.0,Cebu,80,-0.06949294792817068,-0.12009452057963885
980,For Sale Residential 64 sqm. ,"Indang, Cavite",203840.0,Cavite,64,-0.06950039625026061,-0.12013856731363091
981,"For Sale Others 120,000 sqm. ","Bugallon, Pangasinan",24000000.0,Pangasinan,120000,-0.06458793881723893,0.21003575069096553
982,"For Sale Residential 1,000 sqm. ","Villasis, Pangasinan",6800000.0,Pangasinan,1000,-0.06813869103305749,-0.11756183337509452
983,For Sale Residential 150 sqm. ,"Silang, Cavite",870000.0,Cavite,150,-0.06936287479118562,-0.11990181611842352
984,For Sale Residential 150 sqm. ,"Silang, Cavite",975000.0,Cavite,150,-0.06934119868754254,-0.11990181611842352
985,For Sale Residential 120 sqm. ,"Calamba, Laguna",1320000.0,Laguna,120,-0.06926997720414386,-0.11998440374465866
986,For Sale Residential Farm 327 sqm. ,"Las Piñas, Metro Manila",29200000.0,Manila,327,-0.06351445558920076,-0.11941454912363618
987,For Sale Residential 325 sqm. ,"Tagaytay, Cavite",2930000.0,Cavite,325,-0.06893761028161666,-0.11942005496538519
988,"For Sale Residential Farm 100,000 sqm. ","Tanay, Rizal",14500000.0,Rizal,100000,-0.06654911009923173,0.1549773332008714
989,For Sale Raw Land 100 sqm. ,"Medellin, Cebu",250000.0,Cebu,100,-0.06949086702222095,-0.12003946216214875
990,For Sale Residential 112 sqm. ,"Guiguinto, Bulacan",1680000.0,Bulacan,112,-0.06919565913451045,-0.12000642711165468
991,For Sale Residential 180 sqm. ,"Plaridel, Bulacan",1800000.0,Bulacan,180,-0.06917088644463265,-0.11981922849218837
992,For Sale Residential 329 sqm. ,"San Pablo, Laguna",2820000.0,Laguna,329,-0.06896031858067131,-0.11940904328188717
993,For Sale Commercial 785 sqm. ,"Lubao, Pampanga",15000000.0,Pampanga,785,-0.06644589055807422,-0.11815371136311302
994,For Sale Raw Land 173 sqm. ,"Cagayan de Oro, Misamis Oriental",1940000.0,Oriental,173,-0.06914198497310854,-0.1198384989383099
995,For Sale Residential 100 sqm. ,"Baclayon, Bohol",545000.0,Bohol,100,-0.069429967492938,-0.12003946216214875
996,For Sale Residential 160 sqm. ,"La Trinidad, Benguet",2400000.0,Benguet,160,-0.06904702299524362,-0.11987428690967847
997,For Sale Residential Farm 529 sqm. ,"Goa, Camarines Sur",4000000.0,Sur,529,-0.06871672046353958,-0.11885845910698623
998,For Sale Residential 50 sqm. ,"Santa Maria, Bulacan",500000.0,Bulacan,50,-0.06943925725164218,-0.12017710820587399
999,For Sale Residential 50 sqm. ,"Pililla, Rizal",275000.0,Rizal,50,-0.06948570604516308,-0.12017710820587399
1000,"For Sale Agricultural Farm 10,000 sqm. ","Magallanes, Cavite",22000000.0,Cavite,10000,-0.06500081698186899,-0.09278554550455216
1001,For Sale Residential 125 sqm. ,"Silang, Cavite",1880000.0,Cavite,125,-0.06915437131804744,-0.11997063914028613
1002,For Sale Residential 85 sqm. ,"Trece Martires, Cavite",350000.0,Cavite,85,-0.06947022311398944,-0.12008075597526632
1003,"For Sale Agricultural Farm 10,000 sqm. ","Lian, Batangas",5000000.0,Batangas,10000,-0.06851028138122454,-0.09278554550455216
1004,For Sale Residential 942 sqm. ,"Santa Ignacia, Tarlac",565200.0,Tarlac,942,-0.06942579742347525,-0.11772150278581578
1005,For Sale Residential 120 sqm. ,"Dasmariñas, Cavite",960000.0,Cavite,120,-0.06934429527377728,-0.11998440374465866
1006,For Sale Residential 408 sqm. ,"Tagaytay, Cavite",25700000.0,Cavite,408,-0.06423699237730336,-0.1191915625328013
1007,"For Sale Raw Land 8,638 sqm. ","Manaoag, Pangasinan",104000000.0,Pangasinan,8638,-0.04807281223203631,-0.09653502373562757
1008,"For Sale Agricultural Farm 40,000 sqm. ","Koronadal, South Cotabato",6000000.0,Cotabato,40000,-0.06830384229890951,-0.010197919269410969
1009,For Sale Residential 125 sqm. ,"Nuvali, Calamba, Laguna",3500000.0,Laguna,125,-0.06881994000469709,-0.11997063914028613
1010,"For Sale Others 59,606 sqm. ","Impasugong, Bukidnon",95000000.0,Bukidnon,59606,-0.04993076397287161,0.0437758473961283
1011,For Sale Agricultural Farm 100 sqm. ,"Norzagaray, Bulacan",270000.0,Bulacan,100,-0.06948673824057465,-0.12003946216214875
1012,For Sale Residential 250 sqm. ,"Silang, Cavite",1750000.0,Cavite,250,-0.0691812083987484,-0.11962652403097304
1013,For Sale Residential 120 sqm. ,"Loon, Bohol",840000.0,Bohol,120,-0.06936906796365508,-0.11998440374465866
1014,"For Sale Agricultural Farm 1,000 sqm. ","Claveria, Misamis Oriental",1200000.0,Oriental,1000,-0.06929474989402166,-0.11756183337509452
1015,For Sale Residential 100 sqm. ,"Antipolo, Rizal",2150000.0,Rizal,100,-0.06909863276582238,-0.12003946216214875
1016,For Sale Residential 252 sqm. ,"Biñan, Laguna",6030000.0,Laguna,252,-0.06829764912644005,-0.11962101818922403
1017,For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",1000000.0,Cavite,200,-0.06933603771048467,-0.11976417007469828
1018,"For Sale Residential Farm 10,200 sqm. ","Rizal, Nueva Ecija",2500000.0,Ecija,10200,-0.06902637908701212,-0.09223496132965121
1019,For Sale Residential 204 sqm. ,"Lipa, Batangas",2069999.9999999998,Batangas,204,-0.06911514789240758,-0.11975315839120027
1020,"For Sale Residential Farm 2,043 sqm. ","Baybay, Leyte",10200000.0,Leyte,2043,-0.06743679815318637,-0.1146905369029861
1021,For Sale Agricultural Farm 500 sqm. ,"Lian, Batangas",1750000.0,Batangas,500,-0.0691812083987484,-0.11893829381234687
1022,For Sale Residential 318 sqm. ,"San Juan, Batangas",9050000.0,Batangas,318,-0.06767420309784866,-0.11943932541150672
1023,"For Sale Agricultural Farm 2,960 sqm. ","Santa Maria, Bulacan",10400000.0,Bulacan,2960,-0.06739551033672336,-0.11216610846106528
1024,For Sale Agricultural Farm 500 sqm. ,"Tanay, Rizal",2480000.0,Rizal,500,-0.06903050786865843,-0.11893829381234687
1025,For Sale Residential 130 sqm. ,"Silang, Cavite",1110000.0,Cavite,130,-0.06931332941143002,-0.11995687453591361
1026,"For Sale Others 274,237 sqm. ","Calbayog, Samar",82000000.0,Samar,274237,-0.052614472042967035,0.6346380076119479
1027,For Sale Residential 80 sqm. ,"General Trias, Cavite",1370000.0,Cavite,80,-0.06925965525002811,-0.12009452057963885
1028,For Sale Residential 120 sqm. ,"Pililla, Rizal",1020000.0,Rizal,120,-0.06933190892883836,-0.11998440374465866
1029,"For Sale Residential Farm 1,000 sqm. ","Badian, Cebu",1400000.0,Cebu,1000,-0.06925346207755866,-0.11756183337509452
1030,For Sale Residential 290 sqm. ,"Santa Rosa, Laguna",8930000.0,Laguna,290,-0.06769897578772646,-0.11951640719599285
1031,For Sale Residential Farm 194 sqm. ,"San Mateo, Rizal",4270000.0,Rizal,194,-0.06866098191131452,-0.1197806875999453
1032,For Sale Residential 150 sqm. ,"Baras, Rizal",1340000.0,Rizal,150,-0.06926584842249756,-0.11990181611842352
1034,For Sale Residential 100 sqm. ,"San Francisco, Cebu",500000.0,Cebu,100,-0.06943925725164218,-0.12003946216214875
1035,"For Sale Residential Farm 100,000 sqm. ","Tanay, Rizal",14500000.0,Rizal,100000,-0.06654911009923173,0.1549773332008714
1036,"For Sale Residential Farm 13,390 sqm. ","San Jose del Monte, Bulacan",46900000.0,Bulacan,13390,-0.05986048383222468,-0.08345314373998121
1037,For Sale Residential 129 sqm. ,"Calamba, Laguna",1200000.0,Laguna,129,-0.06929474989402166,-0.1199596274567881
1038,"For Sale Raw Land 50,000 sqm. ","Talakag, Bukidnon",3500000.0,Bukidnon,50000,-0.06881994000469709,0.017331289475636093
1039,For Sale Residential 292 sqm. ,"Mandaue, Cebu",5400000.0,Cebu,292,-0.06842770574829853,-0.11951090135424385
1040,For Sale Residential 503 sqm. ,"Balamban, Cebu",6800000.0,Cebu,503,-0.06813869103305749,-0.11893003504972335
1041,For Sale Residential 214 sqm. ,"Compostela, Cebu",2740000.0,Cebu,214,-0.06897683370725652,-0.11972562918245522
1042,For Sale Residential 240 sqm. ,"Silang, Cavite",6900000.0,Cavite,240,-0.06811804712482598,-0.11965405323971809
1043,"For Sale Agricultural Farm 47,317 sqm. ","Rosales, Pangasinan",95000000.0,Pangasinan,47317,-0.04993076397287161,0.009945202769339967
1044,For Sale Residential 150 sqm. ,"Compostela, Cebu",1580000.0,Cebu,150,-0.06921630304274196,-0.11990181611842352
1045,For Sale Residential 120 sqm. ,"Sibonga, Cebu",540000.0,Cebu,120,-0.06943099968834959,-0.11998440374465866
1046,For Sale Agricultural Farm 453 sqm. ,"Trece Martires, Cavite",2040000.0,Cavite,453,-0.06912134106487704,-0.11906768109344859
1047,"For Sale Agricultural Farm 100,000 sqm. ","Santa Cruz, Zambales",10500000.0,Zambales,100000,-0.06737486642849186,0.1549773332008714
1048,"For Sale Agricultural Farm 39,000 sqm. ","General Trias, Cavite",78000000.0,Cavite,39000,-0.053440228372227165,-0.012950840143915676
1049,For Sale Residential 50 sqm. ,"San Fernando, Cebu",244400.0,Cebu,50,-0.0694920230810819,-0.12017710820587399
1050,For Sale Residential 264 sqm. ,"Batangas City, Batangas",13100000.0,Batangas,264,-0.06683812481447278,-0.11958798313872998
1051,For Sale Residential 267 sqm. ,"Tagaytay, Cavite",5340000.0,Cavite,267,-0.06844009209323743,-0.11957972437610646
1052,"For Sale Agricultural Farm 2,030 sqm. ","Pilar, Surigao del Norte",6090000.0,Norte,2030,-0.06828526278150115,-0.11472632487435466
1053,"For Sale Residential Farm 50,000 sqm. ","Lipa, Batangas",200000000.0,Batangas,50000,-0.028254660329793187,0.017331289475636093
1054,"For Sale Residential Farm 6,000 sqm. ","Indang, Cavite",7800000.0,Cavite,6000,-0.06793225195074246,-0.10379722900257098
1055,"For Sale Residential Farm 3,316 sqm. ","Silang, Cavite",7300000.0,Cavite,3316,-0.06803547149189997,-0.11118606862974162
1056,For Sale Residential 280 sqm. ,"Trece Martires, Cavite",12500000.0,Cavite,280,-0.0669619882638618,-0.1195439364047379
1057,For Sale Residential 300 sqm. ,"Cavinti, Laguna",4800000.0,Laguna,300,-0.06855156919768755,-0.1194888779872478
1058,"For Sale Agro-Industrial Farm 64,244 sqm. ","San Rafael, Bulacan",290000000.0,Bulacan,64244,-0.009675142921440257,0.05654389441208113
1059,For Sale Raw Land 40 sqm. ,"Cebu City, Cebu",320000.0,Cebu,40,-0.0694764162864589,-0.12020463741461904
1060,"For Sale Residential Farm 330,472 sqm. ","Mexico, Pampanga",330000000.0,Pampanga,330472,-0.001417579628838953,0.78944851298972
1062,"For Sale Agricultural Farm 4,879 sqm. ","Indang, Cavite",10700000.0,Cavite,4879,-0.06733357861202885,-0.10688325330289075
1063,For Sale Residential 284 sqm. ,"Tagaytay, Cavite",6300000.0,Cavite,284,-0.068241910574215,-0.11953292472123989
1064,For Sale Residential 500 sqm. ,"General Trias, Cavite",1750000.0,Cavite,500,-0.0691812083987484,-0.11893829381234687
1065,For Sale Residential 80 sqm. ,"Balilihan, Bohol",280000.0,Bohol,80,-0.06948467384975149,-0.12009452057963885
1066,"For Sale Residential Farm 3,500 sqm. ","Carmen, Cebu",700000.0,Cebu,3500,-0.06939796943517919,-0.11067953118883275
1067,"For Sale Residential Farm 1,052 sqm. ","Calamba, Laguna",8260000.0,Laguna,1052,-0.06783728997287754,-0.11741868148962027
1068,For Sale Agricultural Farm 500 sqm. ,"Madridejos, Cebu",1850000.0,Cebu,500,-0.0691605644905169,-0.11893829381234687
1069,For Sale Residential 180 sqm. ,"Dasmariñas, Cavite",1700000.0,Cavite,180,-0.06919153035286416,-0.11981922849218837
1070,For Sale Residential 280 sqm. ,"Tanza, Cavite",13400000.0,Cavite,280,-0.06677619308977827,-0.1195439364047379
1071,"For Sale Agricultural Farm 120,876 sqm. ","Pulilan, Bulacan",423000000.0,Bulacan,120876,0.017781255026459077,0.21244730937703166
1072,"For Sale Residential 80,000 sqm. ","Cuyapo, Nueva Ecija",8000000.0,Ecija,80000,-0.06789096413427945,0.09991891571077728
1073,"For Sale Commercial 36,000 sqm. ","Rosales, Pangasinan",90000000.0,Pangasinan,36000,-0.050962959384446775,-0.021209602767429794
1074,"For Sale Commercial 5,917 sqm. ","Tanay, Rizal",35500000.0,Rizal,5917,-0.062213889370616046,-0.10402572143515487
1075,For Sale Residential 227 sqm. ,"Tagaytay, Cavite",2800000.0,Cavite,227,-0.06896444736231762,-0.11968984121108665
1076,For Sale Residential 100 sqm. ,"Cagayan de Oro, Misamis Oriental",350000.0,Oriental,100,-0.06947022311398944,-0.12003946216214875
1077,For Sale Residential 120 sqm. ,"Sibonga, Cebu",780000.0,Cebu,120,-0.06938145430859398,-0.11998440374465866
1078,"For Sale Residential Farm 50,000 sqm. ","Balayan, Batangas",50000000.0,Batangas,50000,-0.059220522677048075,0.017331289475636093
1079,"For Sale Agricultural Farm 2,240 sqm. ","Indang, Cavite",4030000.0000000005,Cavite,2240,-0.06871052729107012,-0.11414821149070868
1080,For Sale Residential Farm 96 sqm. ,"Mexico, Pampanga",672000.0,Pampanga,96,-0.069403749729484,-0.12005047384564677
1081,"For Sale Agricultural Farm 1,000 sqm. ","Amadeo, Cavite",7000000.0,Cavite,1000,-0.06809740321659448,-0.11756183337509452
1082,"For Sale Residential Farm 330,472 sqm. ","Mexico, Pampanga",330000000.0,Pampanga,330472,-0.001417579628838953,0.78944851298972
1083,For Sale Residential 100 sqm. ,"Antipolo, Rizal",546000.0,Rizal,100,-0.06942976105385569,-0.12003946216214875
1084,"For Sale Commercial 3,563 sqm. ","Binangonan, Rizal",44500000.0,Rizal,3563,-0.060355937629780754,-0.11050609717373895
1085,For Sale Residential Farm 150 sqm. ,"Indang, Cavite",900000.0,Cavite,150,-0.06935668161871618,-0.11990181611842352
1086,For Sale Residential 150 sqm. ,"Silang, Cavite",870000.0,Cavite,150,-0.06936287479118562,-0.11990181611842352
1087,"For Sale Residential 1,000 sqm. ","Tagaytay, Cavite",7000000.0,Cavite,1000,-0.06809740321659448,-0.11756183337509452
1088,For Sale Residential 150 sqm. ,"Antipolo, Rizal",2000000.0,Rizal,150,-0.06912959862816964,-0.11990181611842352
1089,For Sale Residential 150 sqm. ,"San Rafael, Bulacan",1510000.0,Bulacan,150,-0.069230753778504,-0.11990181611842352
1090,"For Sale Agricultural Farm 10,000 sqm. ","Coron, Palawan",700000.0,Palawan,10000,-0.06939796943517919,-0.09278554550455216
1091,"For Sale Residential 3,500 sqm. ","Compostela, Cebu",350000.0,Cebu,3500,-0.06947022311398944,-0.11067953118883275
1092,For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",1900000.0,Cavite,500,-0.06915024253640115,-0.11893829381234687
1093,For Sale Residential 305 sqm. ,"Cainta, Rizal",6100000.0,Rizal,305,-0.06828319839067801,-0.11947511338287528
1094,"For Sale Residential Farm 14,000 sqm. ","Rosario, Batangas",25000000.0,Batangas,14000,-0.0643814997349239,-0.08177386200653333
1095,For Sale Residential 300 sqm. ,"Lipa, Batangas",600000.0,Batangas,300,-0.06941861334341068,-0.1194888779872478
1096,For Sale Residential 300 sqm. ,"Lipa, Batangas",600000.0,Batangas,300,-0.06941861334341068,-0.1194888779872478
1097,For Sale Residential 150 sqm. ,"Guiguinto, Bulacan",1950000.0,Bulacan,150,-0.0691399205822854,-0.11990181611842352
1098,"For Sale Agricultural Farm 57,000 sqm. ","Pili, Camarines Sur",12000000.0,Sur,57000,-0.06706520780501932,0.03660173559716904
1099,"For Sale Residential Farm 29,000 sqm. ","Lipa, Batangas",66000000.0,Batangas,29000,-0.055917497360007555,-0.040480048888962734
1100,"For Sale Others 100,000 sqm. ","Umingan, Pangasinan",6000000.0,Pangasinan,100000,-0.06830384229890951,0.1549773332008714
1101,"For Sale Agricultural Farm 150,000 sqm. ","Magdalena, Laguna",105000000.0,Laguna,150000,-0.04786637314972128,0.29262337692610674
1102,For Sale Residential 200 sqm. ,"Alfonso, Cavite",1700000.0,Cavite,200,-0.06919153035286416,-0.11976417007469828
1103,"For Sale Agricultural Farm 15,000 sqm. ","Cavinti, Laguna",9750000.0,Laguna,15000,-0.06752969574022814,-0.07902094113202862
1104,For Sale Residential 200 sqm. ,"Jalajala, Rizal",640000.0,Rizal,200,-0.06941035578011809,-0.11976417007469828
1105,"For Sale Residential Farm 10,239 sqm. ","Dauin, Negros Oriental",7170000.0,Oriental,10239,-0.06806230857260093,-0.09212759741554553
1106,For Sale Residential 125 sqm. ,"Pulilan, Bulacan",2300000.0,Bulacan,125,-0.06906766690347513,-0.11997063914028613
1107,"For Sale Agricultural Farm 65,000 sqm. ","Del Carmen, Surigao del Norte",90000000.0,Norte,65000,-0.050962959384446775,0.058625102593206684
1108,For Sale Residential Farm 100 sqm. ,"Bulakan, Bulacan",320000.0,Bulacan,100,-0.0694764162864589,-0.12003946216214875
1109,For Sale Residential 40 sqm. ,"San Jose del Monte, Bulacan",400000.0,Bulacan,40,-0.06945990115987369,-0.12020463741461904
1110,"For Sale Raw Land 14,000 sqm. ","Alfonso, Cavite",35000000.0,Cavite,14000,-0.06231710891177356,-0.08177386200653333
1111,"For Sale Raw Land 1,814 sqm. ","Candelaria, Quezon",4540000.0,Quezon,1814,-0.06860524335908946,-0.11532095578324768
1112,"For Sale Raw Land 60,000 sqm. ","San Jose, Batangas",162000000.0,Batangas,60000,-0.03609934545776443,0.04486049822068316
1113,For Sale Residential 280 sqm. ,"Trece Martires, Cavite",12900000.0,Cavite,280,-0.06687941263093579,-0.1195439364047379
1114,For Sale Residential 100 sqm. ,"Silang, Cavite",2500000.0,Cavite,100,-0.06902637908701212,-0.12003946216214875
1115,"For Sale Raw Land 50,000 sqm. ","Pililla, Rizal",30000000.0,Rizal,50000,-0.06334930432334873,0.017331289475636093
1116,For Sale Residential 500 sqm. ,"Pavia, Iloilo",3500000.0,Iloilo,500,-0.06881994000469709,-0.11893829381234687
1117,For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",3250000.0,Cavite,500,-0.06887154977527585,-0.11893829381234687
1118,For Sale Residential 150 sqm. ,"Angono, Rizal",2250000.0,Rizal,150,-0.06907798885759088,-0.11990181611842352
1119,For Sale Residential 881 sqm. ,"Antipolo, Rizal",12300000.0,Rizal,881,-0.0670032760803248,-0.11788943095916057
1120,"For Sale Agricultural Farm 18,730 sqm. ","Santa Rosa, Nueva Ecija",9370000.0,Ecija,18730,-0.06760814259150785,-0.06875254627012607
1121,"For Sale Raw Land 162,503 sqm. ","Tanay, Rizal",65000000.0,Rizal,162503,-0.05612393644232259,0.3270431466200391
1122,"For Sale Agricultural Farm 21,099 sqm. ","Santa Monica (Sapao), Surigao del Norte",8500000.0,Norte,21099,-0.06778774459312192,-0.06223087671842442
1123,For Sale Residential 474 sqm. ,"Lemery, Batangas",7110000.0,Batangas,474,-0.06807469491753983,-0.11900986975508399
1124,For Sale Residential 477 sqm. ,"Tagaytay, Cavite",31100000.0,Cavite,477,-0.0631222213328022,-0.11900161099246047
1125,For Sale Residential 259 sqm. ,"Antipolo, Rizal",5180000.0,Rizal,259,-0.06847312234640783,-0.1196017477431025
1126,"For Sale Agricultural Farm 12,000 sqm. ","Calatagan, Batangas",36000000.0,Batangas,12000,-0.06211066982945853,-0.08727970375554274
1127,For Sale Residential 156 sqm. ,"Santa Rosa, Laguna",11000000.0,Laguna,156,-0.06727164688733435,-0.11988529859317648
1128,"For Sale Agricultural Farm 57,000 sqm. ","Pili, Camarines Sur",12000000.0,Sur,57000,-0.06706520780501932,0.03660173559716904
1129,For Sale Residential 100 sqm. ,"Baras, Rizal",350000.0,Rizal,100,-0.06947022311398944,-0.12003946216214875
1130,For Sale Residential 72 sqm. ,"Baras, Rizal",285000.0,Rizal,72,-0.06948364165433991,-0.12011654394663487
1131,For Sale Residential 300 sqm. ,"Laurel, Batangas",4200000.0,Batangas,300,-0.06867543264707657,-0.1194888779872478
1132,"For Sale Residential Farm 15,000 sqm. ","Tuy, Batangas",4500000.0,Batangas,15000,-0.06861350092238205,-0.07902094113202862
1133,For Sale Residential 100 sqm. ,"Lipa, Batangas",1030000.0,Batangas,100,-0.06932984453801522,-0.12003946216214875
1134,"For Sale Agro-Industrial Farm 103,000 sqm. ","Mangatarem, Pangasinan",39000000.0,Pangasinan,103000,-0.06149135258251343,0.16323609582438553
1135,"For Sale Commercial 3,303 sqm. ","Binangonan, Rizal",56300000.0,Rizal,3303,-0.05791995645846337,-0.11122185660111017
1136,For Sale Residential 680 sqm. ,"Cebu City, Cebu",32000000.0,Cebu,680,-0.06293642615871867,-0.11844276805493602
1137,For Sale Residential Farm 100 sqm. ,"Morong, Rizal",250000.0,Rizal,100,-0.06949086702222095,-0.12003946216214875
1138,For Sale Residential Farm 100 sqm. ,"Morong, Rizal",450000.0,Rizal,100,-0.06944957920575794,-0.12003946216214875
1139,"For Sale Residential Farm 52,000 sqm. ","Paniqui, Tarlac",15000000.0,Tarlac,52000,-0.06644589055807422,0.022837131224645504
1140,For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",1380000.0,Cavite,250,-0.06925759085920496,-0.11962652403097304
1141,For Sale Others 309 sqm. ,"Tagaytay, Cavite",6800000.0,Cavite,309,-0.06813869103305749,-0.11946410169937727
1142,For Sale Residential 100 sqm. ,"Pililla, Rizal",579800.0,Rizal,100,-0.06942278341287345,-0.12003946216214875
1143,For Sale Residential 168 sqm. ,"Cebu City, Cebu",5880000.0,Cebu,168,-0.06832861498878731,-0.11985226354268243
1144,"For Sale Residential 1,399 sqm. ","Santa Rosa, Laguna",96900000.0,Laguna,1399,-0.049538529716473045,-0.11646341794616713
1145,For Sale Residential 150 sqm. ,"Silang, Cavite",870000.0,Cavite,150,-0.06936287479118562,-0.11990181611842352
1146,For Sale Residential 50 sqm. ,"Bogo, Cebu",1500000.0,Cebu,50,-0.06923281816932715,-0.12017710820587399
1147,"For Sale Residential Farm 52,000 sqm. ","Paniqui, Tarlac",15000000.0,Tarlac,52000,-0.06644589055807422,0.022837131224645504
1148,For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",1380000.0,Cavite,250,-0.06925759085920496,-0.11962652403097304
1149,"For Sale Residential Farm 1,336 sqm. ","Liloan, Cebu",14700000.0,Cebu,1336,-0.06650782228276872,-0.11663685196126093
1150,For Sale Residential 468 sqm. ,"Cebu City, Cebu",9830000.0,Cebu,468,-0.06751318061364293,-0.11902638728033102
1151,For Sale Others 578 sqm. ,"Dasmariñas, Cavite",3500000.0,Cavite,578,-0.06881994000469709,-0.1187235659841355
1152,For Sale Residential 371 sqm. ,"Tagaytay, Cavite",20500000.0,Cavite,371,-0.06531047560534153,-0.11929342060515798
1153,For Sale Residential Farm 150 sqm. ,"Mendez (Mendez-Nuñez), Cavite",960000.0,Cavite,150,-0.06934429527377728,-0.11990181611842352
1154,For Sale Residential Farm 315 sqm. ,"Antipolo, Rizal",7900000.0,Rizal,315,-0.06791160804251095,-0.11944758417413023
1155,For Sale Residential Farm 835 sqm. ,"Antipolo, Rizal",16700000.0,Rizal,835,-0.06609494411813865,-0.11801606531938778
1156,For Sale Residential 120 sqm. ,"Silang, Cavite",780000.0,Cavite,120,-0.06938145430859398,-0.11998440374465866
1157,For Sale Residential Farm 300 sqm. ,"Indang, Cavite",1050000.0,Cavite,300,-0.06932571575636892,-0.1194888779872478
1158,For Sale Residential 500 sqm. ,"Lipa, Batangas",11200000.0,Batangas,500,-0.06723035907087134,-0.11893829381234687
1159,For Sale Residential 150 sqm. ,"Victoria, Laguna",1990000.0,Laguna,150,-0.06913166301899279,-0.11990181611842352
1160,For Sale Residential 250 sqm. ,"Biñan, Laguna",7000000.0,Laguna,250,-0.06809740321659448,-0.11962652403097304
1161,"For Sale Residential Farm 10,000 sqm. ","Nasugbu, Batangas",4200000.0,Batangas,10000,-0.06867543264707657,-0.09278554550455216
1162,For Sale Residential 197 sqm. ,"Alfonso, Cavite",6450000.0,Cavite,197,-0.06821094471186774,-0.1197724288373218
1163,"For Sale Residential Farm 15,000 sqm. ","Sariaya, Quezon",9000000.0,Quezon,15000,-0.06768452505196441,-0.07902094113202862
1164,For Sale Residential 50 sqm. ,"Bogo, Cebu",200400.0,Cebu,50,-0.06950110640070377,-0.12017710820587399
1165,"For Sale Raw Land 1,000 sqm. ","Alfonso, Cavite",4500000.0,Cavite,1000,-0.06861350092238205,-0.11756183337509452
1166,"For Sale Raw Land 1,500 sqm. ","Alfonso, Cavite",5250000.0,Cavite,1500,-0.06845867161064578,-0.11618537293784216
1167,"For Sale Residential Farm 1,013 sqm. ","Trece Martires, Cavite",5070000.0,Cavite,1013,-0.06849583064546248,-0.11752604540372595
1168,For Sale Residential 350 sqm. ,"Antipolo, Rizal",1750000.0,Rizal,350,-0.0691812083987484,-0.11935123194352257
1169,For Sale Residential 495 sqm. ,"Antipolo, Rizal",2480000.0,Rizal,495,-0.06903050786865843,-0.1189520584167194
1170,For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",1500000.0,Cavite,250,-0.06923281816932715,-0.11962652403097304
1171,For Sale Commercial 374 sqm. ,"Marilao, Bulacan",41500000.0,Bulacan,374,-0.06097525487672585,-0.11928516184253446
1172,For Sale Residential Farm 373 sqm. ,"Tagaytay, Cavite",2240000.0,Cavite,373,-0.06908005324841403,-0.11928791476340896
1173,"For Sale Commercial 10,000 sqm. ","San Pablo, Laguna",50000000.0,Laguna,10000,-0.059220522677048075,-0.09278554550455216
1174,For Sale Commercial 757 sqm. ,"Quezon City / QC, Metro Manila",60000000.0,Manila,757,-0.05715613185389775,-0.11823079314759916
1175,For Sale Residential Farm 150 sqm. ,"Indang, Cavite",525000.0,Cavite,150,-0.06943409627458431,-0.11990181611842352
1176,For Sale Residential 100 sqm. ,"Magdalena, Laguna",450000.0,Laguna,100,-0.06944957920575794,-0.12003946216214875
1177,"For Sale Others 940,000 sqm. ","Labrador, Pangasinan",188000000.0,Pangasinan,940000,-0.03073192931757358,2.4674308677848247
1178,For Sale Residential 565 sqm. ,"Mendez (Mendez-Nuñez), Cavite",3110000.0,Cavite,565,-0.06890045124679996,-0.11875935395550406
1179,For Sale Residential Farm 150 sqm. ,"Indang, Cavite",495000.0,Cavite,150,-0.06944028944705376,-0.11990181611842352
1180,For Sale Residential 100 sqm. ,"Norzagaray, Bulacan",250000.0,Bulacan,100,-0.06949086702222095,-0.12003946216214875
1181,"For Sale Agricultural Farm 51,300 sqm. ","Dinalupihan, Bataan",42000000.0,Bataan,51300,-0.060872035335568335,0.02091008661249221
1182,For Sale Residential 921 sqm. ,"Santa Rosa, Laguna",23000000.0,Laguna,921,-0.06479437789955396,-0.11777931412418038
1183,For Sale Residential Farm 300 sqm. ,"Matanao, Davao del Sur",400000.0,Sur,300,-0.06945990115987369,-0.1194888779872478
1184,"For Sale Agricultural Farm 11,000 sqm. ","Talisay, Batangas",55000000.0,Batangas,11000,-0.05818832726547291,-0.09003262463004745
1185,For Sale Residential 180 sqm. ,"Baliuag, Bulacan",1810000.0,Bulacan,180,-0.06916882205380949,-0.11981922849218837
